index,smiles,FDA_APPROVED,CT_TOX,mol,isosmiles
1090,CC[NH+](CC)CCNC(=O)c1ccc(cc1)N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f100>,CC[NH+](CC)CCNC(=O)c1ccc(N)cc1
1091,CC[NH+](CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f160>,CC[NH+](CC)CCOC(=O)C1(C2CCCCC2)CCCCC1
1092,CC[NH+](CC)CCOC(=O)c1ccc(cc1)N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f1c0>,CC[NH+](CC)CCOC(=O)c1ccc(N)cc1
1093,CC[NH+](CC)CCOC(=O)c1ccc(cc1Cl)N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f220>,CC[NH+](CC)CCOC(=O)c1ccc(N)cc1Cl
1094,CC[NH+](CC)CCOc1ccc(cc1)/C(=C(/c2ccccc2)\Cl)/c3ccccc3,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f280>,CC[NH+](CC)CCOc1ccc(/C(=C(\Cl)c2ccccc2)c2ccccc2)cc1
1095,CC[NH+](CCCC(C)Nc1cc[nH+]c2c1ccc(c2)Cl)CCO,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f2e0>,CC[NH+](CCO)CCCC(C)Nc1cc[nH+]c2cc(Cl)ccc12
1096,CC[NH2+][C@@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)[NH2+]C)O)O)O[C@@H]3[C@@H](CC=C(O3)C[NH3+])[NH3+])[NH3+],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f340>,CC[NH2+][C@@H]1C[C@H]([NH3+])[C@@H](O[C@H]2OC(C[NH3+])=CC[C@H]2[NH3+])[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H]([NH2+]C)[C@H]1O
1097,CC[NH2+][C@H]1C[C@@H](S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f3a0>,CC[NH2+][C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
1098,CC[NH2+][C@H]1CN(S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)CCCOC,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f400>,CC[NH2+][C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
1099,CC\1=C(c2cc(ccc2/C1=C\c3ccc(cc3)S(=O)C)F)CC(=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f460>,CC1=C(CC(=O)[O-])c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1
1100,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f4c0>,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O
1101,CCC(/C=C/Cl)(C#C)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f520>,C#CC(O)(/C=C/Cl)CC
1102,CCC(C(c1ccc(c(c1)O)O)O)[NH2+]C(C)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f580>,CCC([NH2+]C(C)C)C(O)c1ccc(O)c(O)c1
1103,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f5e0>,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
1104,CCC(C)(C)C1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CC5c6cccc7c6c(c[nH]7)CC5[NH+](C4)C)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f640>,CCC(C)(C)C1C(=O)N2CCCC2C2(O)OC(NC(=O)C3CC4c5cccc6[nH]cc(c56)CC4[NH+](C)C3)(C(C)C)C(=O)N12
1105,CCC(C)C(C)(COC(=O)N)COC(=O)N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f6a0>,CCC(C)C(C)(COC(N)=O)COC(N)=O
1106,CCC(=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f700>,C=C(CC)C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl
1107,CCC(C)C1(C(=O)NC(=O)NC1=O)CC,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f760>,CCC(C)C1(CC)C(=O)NC(=O)NC1=O
1108,CCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f7c0>,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O
1109,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCC[NH3+])NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C2CSC(=N2)C(C(C)CC)[NH3+])CC(=O)N)CC(=O)[O-])CC3C=NC=[NH+]3)Cc4ccccc4,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f820>,CCC(C)C([NH3+])C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)[O-])C(=O)NC(C(=O)NC2CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(=O)[O-])NC(=O)C(CC3C=NC=[NH+]3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCC[NH3+])NC2=O)C(C)CC)CS1
1110,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)Cc2ccc(cc2)O)[NH3+])C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)C(C)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f880>,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C([NH3+])CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC1=O
1111,CCC(C)CCCC(=O)N[C@@H](CC[NH3+])C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC[NH3+])C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CC[NH3+])CC(C)C)CC(C)C)CC[NH3+])CC[NH3+])[C@@H](C)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f8e0>,CCC(C)CCCC(=O)N[C@@H](CC[NH3+])C(=O)N[C@H](C(=O)N[C@@H](CC[NH3+])C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC[NH3+])NC(=O)[C@H](CC[NH3+])NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC[NH3+])NC1=O)[C@@H](C)O
1112,CCC(C)CCCCC(=O)NC(CC[NH3+])C(=O)NC(C(C)O)C(=O)NC(CC[NH3+])C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CC[NH3+])Cc2ccccc2)CC(C)C)CC[NH3+])CC[NH3+])C(C)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f940>,CCC(C)CCCCC(=O)NC(CC[NH3+])C(=O)NC(C(=O)NC(CC[NH3+])C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CC[NH3+])NC(=O)C(CC[NH3+])NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CC[NH3+])NC1=O)C(C)O
1113,CCC(C)n1c(=O)n(cn1)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OC[C@H]5CO[C@](O5)(Cn6cncn6)c7ccc(cc7Cl)Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925f9a0>,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
1114,CCC(c1ccccc1)c2c(c3ccccc3oc2=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925fa00>,CCC(c1ccccc1)c1c([O-])c2ccccc2oc1=O
1115,CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)[NH3+])C(=O)OCC,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925fa60>,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H]([NH3+])C1
1116,CCC(Cc1c(cc(c(c1I)N)I)I)C(=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925fac0>,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)[O-]
1117,C=CC(CCC(=O)[O-])[NH3+],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925fb20>,C=CC([NH3+])CCC(=O)[O-]
1118,CCC(=O)[C@]1([C@@H](CC2[C@@]1(C[C@@H](C3C2CCC4=CC(=O)C=C[C@]34C)O)C)C)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925fb80>,CCC(=O)[C@@]1(C)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C
1119,CCC(=O)C(CC(C)[NH+](C)C)(c1ccccc1)c2ccccc2,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925fbe0>,CCC(=O)C(CC(C)[NH+](C)C)(c1ccccc1)c1ccccc1
1120,CCC(=O)c1ccc2c(c1)N(c3ccccc3S2)CC(C)[NH+](C)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925fc40>,CCC(=O)c1ccc2c(c1)N(CC(C)[NH+](C)C)c1ccccc1S2
1121,CCC(=O)N(c1ccccc1)C2(CC[NH+](CC2)CCC(=O)OC)C(=O)OC,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925fca0>,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CC[NH+](CCC(=O)OC)CC1
1122,CCC(=O)N(c1ccccc1)C2(CC[NH+](CC2)CCc3cccs3)COC,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925fd00>,CCC(=O)N(c1ccccc1)C1(COC)CC[NH+](CCc2cccs2)CC1
1123,CCC(=O)N(c1ccccc1)C2(CC[NH+](CC2)CCn3c(=O)n(nn3)CC)COC,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925fd60>,CCC(=O)N(c1ccccc1)C1(COC)CC[NH+](CCn2nnn(CC)c2=O)CC1
1124,CCC(=O)N(c1ccccc1)C2CC[NH+](CC2)CCc3ccccc3,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925fdc0>,CCC(=O)N(c1ccccc1)C1CC[NH+](CCc2ccccc2)CC1
1125,CCC(=O)NCC[C@@H]1CCc2c1c3c(cc2)OCC3,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925fe20>,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3
1126,CCC(=O)O[C@@](Cc1ccccc1)(c2ccccc2)[C@@H](C)C[NH+](C)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925fe80>,CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)C[NH+](C)C
1127,CCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)SCF,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925fee0>,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
1128,CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CCl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925ff40>,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
1129,CCC(=O)O[C@@]1([C@H](CC2C1(CC([C@]3(C2C[C@@H](C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)CCl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e925ffa0>,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC21C
1130,CCC(=O)O[C@](Cc1ccccc1)(c2ccccc2)[C@H](C)C[NH+](C)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265040>,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)C[NH+](C)C
1131,CCC(=O)O[C@H]1[C@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@@H]([C@H](C4)OC(=O)C)[NH+]5CCCCC5)C)C)[N+]6(CCCCC6)CC=C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92650a0>,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H]([NH+]6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1
1132,CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@H](C(=O)C4)C)C)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265100>,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C
1133,CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265160>,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
1134,CCC(=O)OC(C(C)C)OP(=O)(CCCCc1ccccc1)CC(=O)N2C[C@@H](C[C@H]2C(=O)[O-])C3CCCCC3,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92651c0>,CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C
1135,CCC(=O)OCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2[C@@H](CC4=CC(=O)C=C[C@]34C)Cl)O)C)C)OC(=O)CC,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265220>,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl
1136,CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)Cl)O)C)C)OC(=O)CC,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265280>,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C
1137,CCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)OC(=O)OCC,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92652e0>,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
1138,CCC(=O)OCCNC(=O)C[n+]1ccccc1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265340>,CCC(=O)OCCNC(=O)C[n+]1ccccc1
1139,CCC1(C(=O)C(CNC1=O)C)CC,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92653a0>,CCC1(CC)C(=O)NCC(C)C1=O
1140,CCC1(C(=O)N(C(=O)N1)C)c2ccccc2,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265400>,CCC1(c2ccccc2)NC(=O)N(C)C1=O
1141,CCC1(C(=O)N(C(=O)O1)C)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265460>,CCC1(C)OC(=O)N(C)C1=O
1142,CCC1(C(=O)NC(=O)CS1)c2ccccc2,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92654c0>,CCC1(c2ccccc2)SCC(=O)NC1=O
1143,CCC1(C(=O)NC(=O)N(C1=O)C)CC,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265520>,CCC1(CC)C(=O)NC(=O)N(C)C1=O
1144,CCC1(C(=O)NCNC1=O)c2ccccc2,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265580>,CCC1(c2ccccc2)C(=O)NCNC1=O
1145,CCC1(CC(=O)NC1=O)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92655e0>,CCC1(C)CC(=O)NC1=O
1146,CCC1(CCC(=O)NC1=O)c2ccc(cc2)N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265640>,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O
1147,CCC1(CCC(=O)NC1=O)c2ccccc2,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92656a0>,CCC1(c2ccccc2)CCC(=O)NC1=O
1148,CCc1c([nH]c2c1C(=O)C(CC2)C[NH+]3CCOCC3)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265700>,CCc1c(C)[nH]c2c1C(=O)C(C[NH+]1CCOCC1)CC2
1149,CCc1c(c(c(c(c1Cl)[O-])Cl)O)C(=O)O[C@@H]2[C@H](O[C@H]([C@H]([C@H]2O)OC)OC/C/3=C\\C=C\\C[C@@H](/C(=C/[C@@H]([C@H](/C(=C/C(=C/C[C@H](OC3=O)[C@@H](C)O)/C)/C)O[C@H]4[C@H]([C@H]([C@@H](C(O4)(C)C)OC(=O)C(C)C)O)O)CC)/C)O)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265760>,CCc1c(Cl)c([O-])c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C
1150,CCc1c(c(nc(n1)N)N)c2ccc(cc2)Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92657c0>,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
1151,CCC1=C(CN(C1=O)C(=O)NCCc2ccc(cc2)S(=O)(=O)[N-]C(=O)NC3CCC(CC3)C)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265820>,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCC(C)CC3)cc2)C1=O
1152,C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\O)/c3csc(n3)N)SC1)C(=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265880>,C=CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1
1153,C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OCC(=O)[O-])/c3csc(n3)N)SC1)C(=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92658e0>,C=CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)[O-])c3csc(N)n3)[C@H]2SC1
1154,CCc1c2cc(ccc2nc-3c1Cn4c3cc5c(c4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)[NH+]7CCCCC7,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265940>,CCc1c2c(nc3ccc(OC(=O)N4CCC([NH+]5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
1155,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7,0,1,<rdkit.Chem.rdchem.Mol object at 0x2b11e92659a0>,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
1156,CCC1=C[C@H]2C[C@@](C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,0,1,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265a00>,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
1157,CCc1cc(ccn1)C(=S)N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265a60>,CCc1cc(C(N)=S)ccn1
1158,CCc1cc2c(cc1CC)CC(C2)[NH2+]C[C@@H](c3ccc(c4c3ccc(=O)[nH]4)O)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265ac0>,CCc1cc2c(cc1CC)CC([NH2+]C[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2
1159,CCC1=CC2C[C@@](c3c(c4ccccc4[nH]3)C[NH+](C2)C1)(c5cc6c(cc5OC)N([C@@H]7[C@]68CC[NH+]9[C@H]8[C@@](C=CC9)([C@H]([C@@]7(C(=O)OC)O)OC(=O)C)CC)C)C(=O)OC,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265b20>,CCC1=CC2C[NH+](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CC[NH+]5CC[C@]31[C@@H]54)C2
1160,CCc1ccc(nc1)CCOc2ccc(cc2)CC3C(=O)[N-]C(=O)S3,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265b80>,CCc1ccc(CCOc2ccc(CC3SC(=O)[N-]C3=O)cc2)nc1
1161,CCc1cccc2c1[nH]c3c2CCOC3(CC)CC(=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265be0>,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)[O-])OCC3
1162,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,0,1,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265c40>,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
1163,CCC1Nc2cc(c(cc2C(=O)N1)S(=O)(=O)N)Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265ca0>,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1
1164,CCc1nn(c(=O)n1CCOc2ccccc2)CCC[NH+]3CCN(CC3)c4cccc(c4)Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265d00>,CCc1nn(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
1165,CCC[C@@H](C(=O)C(=O)NC1CC1)NC(=O)[C@@H]2[C@H]3CCC[C@H]3CN2C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C4CCCCC4)NC(=O)c5cnccn5,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265d60>,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1
1166,CCC[C@@H](C(=O)OCC)[NH2+][C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265dc0>,CCC[C@H]([NH2+][C@@H](C)C(=O)N1[C@H](C(=O)[O-])C[C@@H]2CCCC[C@@H]21)C(=O)OCC
1167,CCC[C@@H]1C[C@H]([NH+](C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@@H](C)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265e20>,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[NH+](C)C1
1168,CCC[C@@H]1C[C@H]([NH+](C1)C)C(=O)NC([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)C(C)Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265e80>,CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[NH+](C)C1
1169,CCC[C@]1(CC(=C(C(=O)O1)[C@H](CC)c2cccc(c2)[N-]S(=O)(=O)c3ccc(cn3)C(F)(F)F)[O-])CCc4ccccc4,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265ee0>,CCC[C@@]1(CCc2ccccc2)CC([O-])=C([C@H](CC)c2cccc([N-]S(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1
1170,CCC[NH+](CC)C(CC)C(=O)Nc1c(cccc1C)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265f40>,CCC[NH+](CC)C(CC)C(=O)Nc1c(C)cccc1C
1171,CCC[NH+](CCC)CCc1cccc2c1CC(=O)N2,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9265fa0>,CCC[NH+](CCC)CCc1cccc2c1CC(=O)N2
1172,CCC[NH+](CCc1cccs1)[C@H]2CCc3c(cccc3O)C2,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263040>,CCC[NH+](CCc1cccs1)[C@H]1CCc2c(O)cccc2C1
1173,CCC[NH+]1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4c3c2ccc4)CSC,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92630a0>,CCC[NH+]1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
