index,smiles,Hepatobiliary disorders,Metabolism and nutrition disorders,Product issues,Eye disorders,Investigations,Musculoskeletal and connective tissue disorders,Gastrointestinal disorders,Social circumstances,Immune system disorders,Reproductive system and breast disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",General disorders and administration site conditions,Endocrine disorders,Surgical and medical procedures,Vascular disorders,Blood and lymphatic system disorders,Skin and subcutaneous tissue disorders,"Congenital, familial and genetic disorders",Infections and infestations,"Respiratory, thoracic and mediastinal disorders",Psychiatric disorders,Renal and urinary disorders,"Pregnancy, puerperium and perinatal conditions",Ear and labyrinth disorders,Cardiac disorders,Nervous system disorders,"Injury, poisoning and procedural complications",mol,isosmiles
1086,CCCCCCCC(=O)NC(CN1CCCC1)C(C2=CC3=C(C=C2)OCCO3)O,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d306a0>,CCCCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2
1087,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d30700>,Cn1nnc2c(C(N)=O)ncn2c1=O
1088,COCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d30760>,COCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOC)c3csc(N)n3)C2SC1
1089,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d307c0>,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O
1090,CC1=C2[C@@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d30820>,CO[C@@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C
1091,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d30880>,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC
1092,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d308e0>,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12
1093,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d30940>,CC(C)(C)NCC(O)c1cc(O)cc(O)c1
1094,CC(C)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=NC=N4)C5=C(C=C(C=C5)Cl)Cl,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d309a0>,CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
1095,CC12CCC3C(C1CCC(=O)O2)CCC4=CC(=O)C=CC34C,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d30a00>,CC12CCC3C(CCC4=CC(=O)C=CC43C)C1CCC(=O)O2
1096,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d30a60>,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
1097,CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d30ac0>,CCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
1098,CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d30b20>,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
1099,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d30b80>,CCCCNc1ccc(C(=O)OCCN(C)C)cc1
1100,CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)OC(=O)CC,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d30be0>,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
1101,C1CC(C2=CC=CC=C2C1)C3=NCCN3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d30c40>,c1ccc2c(c1)CCCC2C1=NCCN1
1102,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d30ca0>,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
1103,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d30d00>,c1ccc2[nH]c(-c3cscn3)nc2c1
1105,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d30dc0>,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
1106,C1CN1P(=S)(N2CC2)N3CC3,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d30e20>,S=P(N1CC1)(N1CC1)N1CC1
1107,CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d30e80>,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
1108,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d30ee0>,Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C
1109,CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d30f40>,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1
1110,CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d30fa0>,C#CC1(O)CCC2C3C(C)CC4=C(CCC(=O)C4)C3CCC21C
1112,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)C(C)O,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b0a0>,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC1=O
1113,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b100>,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1
1114,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b160>,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
1115,CC(C(=O)NCC(=O)O)S,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b1c0>,CC(S)C(=O)NCC(=O)O
1116,CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b220>,CCCCS(=O)(=O)NC(Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O
1117,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b280>,Clc1ccc2nsnc2c1NC1=NCCN1
1118,C[C@]12CCC3[C@H]([C@@H]1CC[C@@H]2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CC[C@@H]5[C@@]3(C=CC(=O)N5)C,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b2e0>,C[C@]12CCC3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)Nc1cc(C(F)(F)F)ccc1C(F)(F)F
1119,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b340>,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O
1120,CC/C=C/CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)N)C(=O)NCC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b3a0>,CC/C=C/CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)CC)C(C)C)[C@@H](C)O)[C@@H](C)CC
1121,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b400>,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
1122,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b460>,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
1123,C[C@]1(CN2C=C(N=C2O1)[N+](=O)[O-])COC3=CC=C(C=C3)N4CCC(CC4)OC5=CC=C(C=C5)OC(F)(F)F,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b4c0>,C[C@@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1
1124,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)[O-],1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b520>,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1
1125,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b580>,Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1
1126,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b5e0>,CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1
1127,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=C(C5=C4)CN(C)C)O)O,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b640>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
1128,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b6a0>,CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1
1129,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b700>,COc1cccc(C2(O)CCCCC2CN(C)C)c1
1130,C1CCC2=C(C1)C=CC=C2NC3=NCCN3,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b760>,c1cc2c(c(NC3=NCCN3)c1)CCCC2
1131,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b7c0>,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21
1132,C1CC(CCC1CN)C(=O)O,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b820>,NCC1CCC(C(=O)O)CC1
1133,C1C(C1N)C2=CC=CC=C2,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b880>,NC1CC1c1ccccc1
1134,C[C@@]1(C2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCNCCCC[C@@H](C(=O)O)N)N(C)C)O,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b8e0>,CN(C)[C@@H]1C(=O)C(C(=O)NCNCCCC[C@H](N)C(=O)O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)C3C[C@@H]12
1135,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b940>,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
1136,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2b9a0>,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)[C@H](C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
1137,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2ba00>,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O
1138,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2ba60>,CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F
1139,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2bac0>,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br
1140,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2bb20>,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
1142,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2bbe0>,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
1143,C(CNCCNCCN)N,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2bc40>,NCCNCCNCCN
1144,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2bca0>,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
1145,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2bd00>,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
1146,CC1(C(=O)N(C(=O)O1)C)C,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2bd60>,CN1C(=O)OC(C)(C)C1=O
1147,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2bdc0>,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC
1148,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2be20>,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
1149,C[C@@H]1C[C@H]2C3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)SCF)O)C)O)F)C)F,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2be80>,C[C@@H]1C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)SCF
1150,CC1=C(C=CC2=C1C(=[NH+]C(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2bee0>,COc1cc(NCc2ccc3nc(N)[nH+]c(N)c3c2C)cc(OC)c1OC
1151,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d2bf40>,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21
