ChemID,source_casrn,CAS,SMILES,NAME,preferred_name,iupac,MPID,dsstox_substance_id,Canonical_QSARr,InChI_Code_QSARr,InChI Key_QSARr,Salt_Solvent,LogBCF,ID,mol,isosmiles
100110,89-59-8,89-59-8,Cc1ccc(Cl)cc1[N+]([O-])=O,"BENZENE, 4-CHLORO-1-METHYL-2-NITRO-","Benzene, 4-chloro-1-methyl-2-nitro-",4-chloro-1-methyl-2-nitrobenzene,98041,DTXSID4058994,Cc1ccc(Cl)cc1[N+]([O-])=O,"InChI=1S/C7H6ClNO2/c1-5-2-3-6(8)4-7(5)9(10)11/h2-4H,1H3",SQFLFRQWPBEDHM-UHFFFAOYSA-N,?,1.92,100110,<rdkit.Chem.rdchem.Mol object at 0x2b7b5987d8e0>,Cc1ccc(Cl)cc1[N+](=O)[O-]
100114,89-93-0,89-93-0,Cc1ccccc1CN,"Benzenemethanamine, 2-methyl-","Benzenemethanamine, 2-methyl-",(2-methylphenyl)methanamine,98045,DTXSID3059000,Cc1ccccc1CN,"InChI=1S/C8H11N/c1-7-4-2-3-5-8(7)6-9/h2-5H,6,9H2,1H3",CJAAPVQEZPAQNI-UHFFFAOYSA-N,?,0.66,100114,<rdkit.Chem.rdchem.Mol object at 0x2b7b5987d940>,Cc1ccccc1CN
100118,90-51-7,90-51-7,Nc1cc2c(cc1)cc(cc2O)S(O)(=O)=O,"2-Naphthalenesulfonic acid, 6-amino-4-hydroxy-",6-Amino-4-hydroxynaphthalene-2-sulfonic acid,6-amino-4-hydroxynaphthalene-2-sulfonic acid,98049,DTXSID0026547,Nc1cc2c(cc1)cc(cc2O)S(O)(=O)=O,"InChI=1S/C10H9NO4S/c11-7-2-1-6-3-8(16(13,14)15)5-10(12)9(6)4-7/h1-5,12H,11H2,(H,13,14,15)",HBZVNWNSRNTWPS-UHFFFAOYSA-N,?,0.61,100118,<rdkit.Chem.rdchem.Mol object at 0x2b7b5987d9a0>,Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1
100122,91-22-5,91-22-5,c1cccc2[n]cccc21,QUINOLINE,Quinoline,C9H7N,98053,DTXSID1021798,c1cccc2[n]cccc21,InChI=1S/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H,SMWDFEZZVXVKRB-UHFFFAOYSA-N,?,0.58,100122,<rdkit.Chem.rdchem.Mol object at 0x2b7b5987da00>,c1ccc2ncccc2c1
100126,91-66-7,91-66-7,CCN(CC)c1ccccc1,"N,N-DIETHYLANILINE","N,N-Diethylaniline","N,N-diethylaniline",98057,DTXSID8021800,CCN(CC)c1ccccc1,"InChI=1S/C10H15N/c1-3-11(4-2)10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3",GGSUCNLOZRCGPQ-UHFFFAOYSA-N,?,2.01,100126,<rdkit.Chem.rdchem.Mol object at 0x2b7b5987da60>,CCN(CC)c1ccccc1
100130,92-69-3,92-69-3,Oc1ccc(cc1)-c1ccccc1,P-PHENYLPHENOL,4-Phenylphenol,biphenyl-4-ol,98061,DTXSID7021152,Oc1ccc(cc1)-c1ccccc1,"InChI=1S/C12H10O/c13-12-8-6-11(7-9-12)10-4-2-1-3-5-10/h1-9,13H",YXVFYQXJAXKLAK-UHFFFAOYSA-N,?,1.59,100130,<rdkit.Chem.rdchem.Mol object at 0x2b7b5987dac0>,Oc1ccc(-c2ccccc2)cc1
100134,92-86-4,92-86-4,Brc1ccc(cc1)-c1ccc(Br)cc1,"4,4'-DIBROMOBIPHENYL","1,1'-Biphenyl, 4,4'-dibromo-",1-bromo-4-(4-bromophenyl)benzene,98065,DTXSID1059072,Brc1ccc(cc1)-c1ccc(Br)cc1,InChI=1S/C12H8Br2/c13-11-5-1-9(2-6-11)10-3-7-12(14)8-4-10/h1-8H,HQJQYILBCQPYBI-UHFFFAOYSA-N,?,3.92,100134,<rdkit.Chem.rdchem.Mol object at 0x2b7b5987db20>,Brc1ccc(-c2ccc(Br)cc2)cc1
100138,95-48-7,95-48-7,Cc1ccccc1O,O-CRESOL,o-Cresol,2-methylphenol,98069,DTXSID8021808,Cc1ccccc1O,"InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3",QWVGKYWNOKOFNN-UHFFFAOYSA-N,?,1.03,100138,<rdkit.Chem.rdchem.Mol object at 0x2b7b5987db80>,Cc1ccccc1O
100142,95-56-7,95-56-7,Oc1ccccc1Br,O-BROMOPHENOL,2-Bromophenol,2-bromophenol,98073,DTXSID8052641,Oc1ccccc1Br,"InChI=1S/C6H5BrO/c7-5-3-1-2-4-6(5)8/h1-4,8H",VADKRMSMGWJZCF-UHFFFAOYSA-N,?,1.52,100142,<rdkit.Chem.rdchem.Mol object at 0x2b7b5987dbe0>,Oc1ccccc1Br
100146,95-69-2,95-69-2,Cc1cc(Cl)ccc1N,2-METHYL-4-CHLOROANILINE,4-Chloro-2-methylaniline,4-chloro-2-methylaniline,98077,DTXSID1041508,Cc1cc(Cl)ccc1N,"InChI=1S/C7H8ClN/c1-5-4-6(8)2-3-7(5)9/h2-4H,9H2,1H3",CXNVOWPRHWWCQR-UHFFFAOYSA-N,?,1.54,100146,<rdkit.Chem.rdchem.Mol object at 0x2b7b5987dc40>,Cc1cc(Cl)ccc1N
100150,95-80-7,95-80-7,Cc1ccc(N)cc1N,"2,4-TOLUENEDIAMINE","2,4-Diaminotoluene","4-methylbenzene-1,3-diamine",98081,DTXSID4020402,Cc1ccc(N)cc1N,"InChI=1S/C7H10N2/c1-5-2-3-6(8)4-7(5)9/h2-4H,8-9H2,1H3",VOZKAJLKRJDJLL-UHFFFAOYSA-N,?,1.7,100150,<rdkit.Chem.rdchem.Mol object at 0x2b7b5987dca0>,Cc1ccc(N)cc1N
100154,96-12-8,96-12-8,ClCC(Br)CBr,"1,2-DIBROMO-3-CHLOROPROPANE","1,2-Dibromo-3-chloropropane","1,2-dibromo-3-chloropropane",98085,DTXSID3020413,ClCC(Br)CBr,"InChI=1S/C3H5Br2Cl/c4-1-3(5)2-6/h3H,1-2H2",WBEJYOJJBDISQU-UHFFFAOYSA-N,?,1.06,100154,<rdkit.Chem.rdchem.Mol object at 0x2b7b5987dd00>,ClCC(Br)CBr
100158,96-76-4,96-76-4,CC(C)(C)c1cc(ccc1O)C(C)(C)C,"2,4-DI-T-BUTYLPHENOL","2,4-Di-tert-butylphenol","2,4-di-tert-butylphenol",98089,DTXSID2026602,CC(C)(C)c1cc(ccc1O)C(C)(C)C,"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,?,2.4,100158,<rdkit.Chem.rdchem.Mol object at 0x2b7b5987dd60>,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1
100162,98-08-8,98-08-8,FC(F)(F)c1ccccc1,BENZOTRIFLUORIDE,Benzotrifluoride,(trifluoromethyl)benzene,98093,DTXSID2024589,FC(F)(F)c1ccccc1,"InChI=1S/C7H5F3/c8-7(9,10)6-4-2-1-3-5-6/h1-5H",GETTZEONDQJALK-UHFFFAOYSA-N,?,1.65,100162,<rdkit.Chem.rdchem.Mol object at 0x2b7b5987ddc0>,FC(F)(F)c1ccccc1
100166,98-73-7,98-73-7,CC(C)(C)c1ccc(cc1)C(O)=O,"BENZOIC ACID, 4-(TERT-BUTYL)-",4-tert-Butylbenzoic acid,4-tert-butylbenzoic acid,98097,DTXSID0040703,CC(C)(C)c1ccc(cc1)C(O)=O,"InChI=1S/C11H14O2/c1-11(2,3)9-6-4-8(5-7-9)10(12)13/h4-7H,1-3H3,(H,12,13)",KDVYCTOWXSLNNI-UHFFFAOYSA-N,?,0.66,100166,<rdkit.Chem.rdchem.Mol object at 0x2b7b5987de20>,CC(C)(C)c1ccc(C(=O)O)cc1
100170,98-95-3,98-95-3,[O-][N+](=O)c1ccccc1,NITROBENZENE,Nitrobenzene,nitrobenzene,98101,DTXSID3020964,[O-][N+](=O)c1ccccc1,InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,LQNUZADURLCDLV-UHFFFAOYSA-N,?,0.67,100170,<rdkit.Chem.rdchem.Mol object at 0x2b7b5987de80>,O=[N+]([O-])c1ccccc1
100174,99-62-7,99-62-7,CC(C)c1cc(ccc1)C(C)C,"1,3-DIISOPROPYLBENZENE","1,3-Diisopropylbenzene","1,3-di(propan-2-yl)benzene",98105,DTXSID8026640,CC(C)c1cc(ccc1)C(C)C,"InChI=1S/C12H18/c1-9(2)11-6-5-7-12(8-11)10(3)4/h5-10H,1-4H3",UNEATYXSUBPPKP-UHFFFAOYSA-N,?,3.28,100174,<rdkit.Chem.rdchem.Mol object at 0x2b7b5987dee0>,CC(C)c1cccc(C(C)C)c1
100178,100-00-5,100-00-5,[O-][N+](=O)c1ccc(Cl)cc1,P-CHLORONITROBENZENE,1-Chloro-4-nitrobenzene,1-chloro-4-nitrobenzene,98109,DTXSID5020281,[O-][N+](=O)c1ccc(Cl)cc1,InChI=1S/C6H4ClNO2/c7-5-1-3-6(4-2-5)8(9)10/h1-4H,CZGCEKJOLUNIFY-UHFFFAOYSA-N,?,1.3,100178,<rdkit.Chem.rdchem.Mol object at 0x2b7b5987df40>,O=[N+]([O-])c1ccc(Cl)cc1
100182,100-18-5,100-18-5,CC(C)c1ccc(cc1)C(C)C,"1,4-DIISOPROPYLBENZENE","1,4-Diisopropylbenzene","1,4-di(propan-2-yl)benzene",98113,DTXSID2026652,CC(C)c1ccc(cc1)C(C)C,"InChI=1S/C12H18/c1-9(2)11-5-7-12(8-6-11)10(3)4/h5-10H,1-4H3",SPPWGCYEYAMHDT-UHFFFAOYSA-N,?,3.24,100182,<rdkit.Chem.rdchem.Mol object at 0x2b7b5987dfa0>,CC(C)c1ccc(C(C)C)cc1
100186,100-43-6,100-43-6,C=Cc1cc[n]cc1,4-VINYLPYRIDINE,4-Vinylpyridine,4-vinylpyridine,98117,DTXSID0051499,C=Cc1cc[n]cc1,"InChI=1S/C7H7N/c1-2-7-3-5-8-6-4-7/h2-6H,1H2",KFDVPJUYSDEJTH-UHFFFAOYSA-N,?,1.86,100186,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875040>,C=Cc1ccncc1
100190,101-53-1,101-53-1,Oc1ccc(Cc2ccccc2)cc1,4-HYDROXYDIPHENYLMETHANE,4-Benzylphenol,4-benzylphenol,98121,DTXSID9047962,Oc1ccc(Cc2ccccc2)cc1,"InChI=1S/C13H12O/c14-13-8-6-12(7-9-13)10-11-4-2-1-3-5-11/h1-9,14H,10H2",HJSPWKGEPDZNLK-UHFFFAOYSA-N,?,1.33,100190,<rdkit.Chem.rdchem.Mol object at 0x2b7b598750a0>,Oc1ccc(Cc2ccccc2)cc1
100194,102-06-7,102-06-7,N=C(Nc1ccccc1)Nc1ccccc1,"N,N'-DIPHENYLGUANIDINE","1,3-Diphenylguanidine","1,3-diphenylguanidine",98125,DTXSID3025178,N=C(Nc1ccccc1)Nc1ccccc1,"InChI=1S/C13H13N3/c14-13(15-11-7-3-1-4-8-11)16-12-9-5-2-6-10-12/h1-10H,(H3,14,15,16)",OWRCNXZUPFZXOS-UHFFFAOYSA-N,?,1.3,100194,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875100>,N=C(Nc1ccccc1)Nc1ccccc1
100198,103-44-6,103-44-6,O(CC(CCCC)CC)C=C,Vinyl 2-ethylhexyl ether,,,98129,DTXSID20870444,CCCCC(COC=C)CC,"InChI=1S/C10H20O/c1-4-7-8-10(5-2)9-11-6-3/h6,10H,3-5,7-9H2,1-2H3",DSSAWHFZNWVJEC-UHFFFAOYSA-N,?,2.78,100198,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875160>,C=COCC(CC)CCCC
100202,104-40-5,104-40-5,CCCCCCCCCc1ccc(O)cc1,P-NONYLPHENOL,4-Nonylphenol,4-nonylphenol,98133,DTXSID5033836,CCCCCCCCCc1ccc(O)cc1,"InChI=1S/C15H24O/c1-2-3-4-5-6-7-8-9-14-10-12-15(16)13-11-14/h10-13,16H,2-9H2,1H3",IGFHQQFPSIBGKE-UHFFFAOYSA-N,?,2.58,100202,<rdkit.Chem.rdchem.Mol object at 0x2b7b598751c0>,CCCCCCCCCc1ccc(O)cc1
100206,106-37-6,106-37-6,Brc1ccc(Br)cc1,"1,4-DIBROMOBENZENE","1,4-Dibromobenzene","1,4-dibromobenzene",98137,DTXSID4024012,Brc1ccc(Br)cc1,InChI=1S/C6H4Br2/c7-5-1-2-6(8)4-3-5/h1-4H,SWJPEBQEEAHIGZ-UHFFFAOYSA-N,?,2.21,100206,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875220>,Brc1ccc(Br)cc1
100210,106-46-7,106-46-7,Clc1ccc(Cl)cc1,"1,4-DICHLOROBENZENE","1,4-Dichlorobenzene","1,4-dichlorobenzene",98141,DTXSID1020431,Clc1ccc(Cl)cc1,InChI=1S/C6H4Cl2/c7-5-1-2-6(8)4-3-5/h1-4H,OCJBOOLMMGQPQU-UHFFFAOYSA-N,?,2.62,100210,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875280>,Clc1ccc(Cl)cc1
100214,107-05-1,107-05-1,C=CCCl,3-CHLOROPROPYLENE,Allyl chloride,3-chloroprop-1-ene,98145,DTXSID4039231,C=CCCl,"InChI=1S/C3H5Cl/c1-2-3-4/h2H,1,3H2",OSDWBNJEKMUWAV-UHFFFAOYSA-N,?,0.7,100214,<rdkit.Chem.rdchem.Mol object at 0x2b7b598752e0>,C=CCCl
100218,108-42-9,108-42-9,Nc1cc(Cl)ccc1,3-CHLOROANILINE,3-Chloroaniline,3-chloroaniline,98149,DTXSID0024761,Nc1cc(Cl)ccc1,"InChI=1S/C6H6ClN/c7-5-2-1-3-6(8)4-5/h1-4H,8H2",PNPCRKVUWYDDST-UHFFFAOYSA-N,?,0.35,100218,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875340>,Nc1cccc(Cl)c1
100222,108-60-1,108-60-1,O(C(CCl)C)C(CCl)C,"DCIP  (2,2'-OXYBIS-1-CHLOROPROPANE)",bis(2-Chloro-1-methylethyl) ether,C6H12Cl2O,98153,DTXSID4020167,CC(CCl)OC(C)CCl,"InChI=1S/C6H12Cl2O/c1-5(3-7)9-6(2)4-8/h5-6H,3-4H2,1-2H3",QCFYJCYNJLBDRT-UHFFFAOYSA-N,?,1.08,100222,<rdkit.Chem.rdchem.Mol object at 0x2b7b598753a0>,CC(CCl)OC(C)CCl
100226,108-80-5,108-80-5,Oc1[n]c(O)[n]c(O)[n]1,CYANURIC ACID,Cyanuric acid,"1,3,5-triazine-2,4,6-triol",98157,DTXSID7024873,Oc1[n]c(O)[n]c(O)[n]1,"InChI=1S/C3H3N3O3/c7-1-4-2(8)6-3(9)5-1/h(H3,4,5,6,7,8,9)",ZFSLODLOARCGLH-UHFFFAOYSA-N,?,-0.3,100226,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875400>,Oc1nc(O)nc(O)n1
100230,108-90-7,108-90-7,Clc1ccccc1,CHLOROBENZENE,Chlorobenzene,chlorobenzene,98161,DTXSID4020298,Clc1ccccc1,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,MVPPADPHJFYWMZ-UHFFFAOYSA-N,?,1.25,100230,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875460>,Clc1ccccc1
100234,110-00-9,110-00-9,c1ccco1,FURAN,Furan,furan,98165,DTXSID6020646,c1ccco1,InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H,YLQBMQCUIZJEEH-UHFFFAOYSA-N,?,0.7,100234,<rdkit.Chem.rdchem.Mol object at 0x2b7b598754c0>,c1ccoc1
100238,110-91-8,110-91-8,C1COCCN1,MORPHOLINE,Morpholine,morpholine,98169,DTXSID2025688,C1COCCN1,"InChI=1S/C4H9NO/c1-3-6-4-2-5-1/h5H,1-4H2",YNAVUWVOSKDBBP-UHFFFAOYSA-N,?,0.45,100238,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875520>,C1COCCN1
100242,111-44-4,111-44-4,ClCCOCCCl,BIS(2-CHLOROETHYL) ETHER,Bis(2-chloroethyl) ether,bis(2-chloroethyl) ether,98173,DTXSID9020168,ClCCOCCCl,InChI=1S/C4H8Cl2O/c5-1-3-7-4-2-6/h1-4H2,ZNSMNVMLTJELDZ-UHFFFAOYSA-N,?,1.0,100242,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875580>,ClCCOCCCl
100246,115-32-2,115-32-2,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,DICOFOL,Dicofol,"2,2,2-trichloro-1,1-bis(4-chlorophenyl)ethanol",98177,DTXSID4020450,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,"InChI=1S/C14H9Cl5O/c15-11-5-1-9(2-6-11)13(20,14(17,18)19)10-3-7-12(16)8-4-10/h1-8,20H",UOAMTSKGCBMZTC-UHFFFAOYSA-N,?,3.79,100246,<rdkit.Chem.rdchem.Mol object at 0x2b7b598755e0>,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl
100250,117-18-0,117-18-0,[O-][N+](=O)c1c(Cl)c(Cl)cc(Cl)c1Cl,"2,3,5,6-TETRACHLORONITROBENZENE","2,3,5,6-Tetrachloronitrobenzene","1,2,4,5-tetrachloro-3-nitrobenzene",98181,DTXSID0026098,[O-][N+](=O)c1c(Cl)c(Cl)cc(Cl)c1Cl,InChI=1S/C6HCl4NO2/c7-2-1-3(8)5(10)6(4(2)9)11(12)13/h1H,XQTLDIFVVHJORV-UHFFFAOYSA-N,?,3.23,100250,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875640>,O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl
100254,118-74-1,118-74-1,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,HEXACHLOROBENZENE,Hexachlorobenzene,hexachlorobenzene,98185,DTXSID2020682,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9,CKAPSXZOOQJIBF-UHFFFAOYSA-N,?,4.33,100254,<rdkit.Chem.rdchem.Mol object at 0x2b7b598756a0>,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
100258,118-96-7,118-96-7,Cc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,"2,4,6-TRINITROTOLUENE","2,4,6-Trinitrotoluene","2-methyl-1,3,5-trinitrobenzene",98189,DTXSID7024372,Cc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C7H5N3O6/c1-4-6(9(13)14)2-5(8(11)12)3-7(4)10(15)16/h2-3H,1H3",SPSSULHKWOKEEL-UHFFFAOYSA-N,?,0.99,100258,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875700>,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
100262,119-56-2,NOCAS_870472,OC(c(cccc1)c1)c(ccc(c2)Cl)c2,"BENZENEMETHANOL, 4-CHLORO-.ALPHA.-PHENYL-",,,98193,DTXSID50870472,OC(c1ccccc1)c1ccc(Cl)cc1,"InChI=1S/C13H11ClO/c14-12-8-6-11(7-9-12)13(15)10-4-2-1-3-5-10/h1-9,13,15H",AJYOOHCNOXWTKJ-UHFFFAOYSA-N,?,1.79,100262,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875760>,OC(c1ccccc1)c1ccc(Cl)cc1
100266,120-12-7,120-12-7,c1c2ccccc2cc2ccccc21,ANTHRACENE,Anthracene,anthracene,98197,DTXSID0023878,c1c2ccccc2cc2ccccc21,InChI=1S/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H,MWPLVEDNUUSJAV-UHFFFAOYSA-N,?,3.26,100266,<rdkit.Chem.rdchem.Mol object at 0x2b7b598757c0>,c1ccc2cc3ccccc3cc2c1
100270,120-82-1,120-82-1,Clc1cc(Cl)c(Cl)cc1,"1,2,4-TRICHLOROBENZENE","1,2,4-Trichlorobenzene",C6H3Cl3,98201,DTXSID0021965,Clc1cc(Cl)c(Cl)cc1,InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H,PBKONEOXTCPAFI-UHFFFAOYSA-N,?,3.32,100270,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875820>,Clc1ccc(Cl)c(Cl)c1
100274,121-69-7,121-69-7,CN(C)c1ccccc1,"N,N-DIMETHYLANILINE","N,N-Dimethylaniline","N,N-dimethylaniline",98205,DTXSID2020507,CN(C)c1ccccc1,"InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3",JLTDJTHDQAWBAV-UHFFFAOYSA-N,?,0.9,100274,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875880>,CN(C)c1ccccc1
100278,121-92-6,121-92-6,[O-][N+](=O)c1cc(ccc1)C(O)=O,M-NITROBENZOIC ACID,3-Nitrobenzoic acid,3-nitrobenzoic acid,98209,DTXSID0025737,[O-][N+](=O)c1cc(ccc1)C(O)=O,"InChI=1S/C7H5NO4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)",AFPHTEQTJZKQAQ-UHFFFAOYSA-N,?,0.85,100278,<rdkit.Chem.rdchem.Mol object at 0x2b7b598758e0>,O=C(O)c1cccc([N+](=O)[O-])c1
100282,122-39-4,122-39-4,c1ccccc1Nc1ccccc1,DIPHENYLAMINE,Diphenylamine,N-phenylaniline,98213,DTXSID4021975,c1ccccc1Nc1ccccc1,"InChI=1S/C12H11N/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10,13H",DMBHHRLKUKUOEG-UHFFFAOYSA-N,?,2.18,100282,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875940>,c1ccc(Nc2ccccc2)cc1
100286,126-30-7,126-30-7,CC(C)(CO)CO,"1,3-Propanediol, 2,2-dimethyl-","2,2-Dimethylpropane-1,3-diol","2,2-dimethylpropane-1,3-diol",98217,DTXSID8027036,CC(C)(CO)CO,"InChI=1S/C5H12O2/c1-5(2,3-6)4-7/h6-7H,3-4H2,1-2H3",SLCVBVWXLSEKPL-UHFFFAOYSA-N,?,0.67,100286,<rdkit.Chem.rdchem.Mol object at 0x2b7b598759a0>,CC(C)(CO)CO
100290,127-18-4,127-18-4,ClC(Cl)=C(Cl)Cl,TETRACHLOROETHENE,Tetrachloroethylene,tetrachloroethene,98221,DTXSID2021319,ClC(Cl)=C(Cl)Cl,InChI=1S/C2Cl4/c3-1(4)2(5)6,CYTYCFOTNPOANT-UHFFFAOYSA-N,?,1.72,100290,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875a00>,ClC(Cl)=C(Cl)Cl
100296,129-00-0,129-00-0,c1cc2cccc3ccc4cccc1c4c32,PYRENE,Pyrene,pyrene,98227,DTXSID3024289,c1cc2cccc3ccc4cccc1c4c32,InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,BBEAQIROQSPTKN-UHFFFAOYSA-N,?,3.18,100296,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875a60>,c1cc2ccc3cccc4ccc(c1)c2c34
100298,130-13-2,130-13-2,c1cc(N)c2ccccc2c1S(=O)(=O)O[Na],"1-NAPHTHALENESULFONIC ACID, 4-AMINO-,SODIUM SALT",4-Amino-1-naphthalenesulfonic acid sodium salt,sodium 4-aminonaphthalene-1-sulfonate,98229,DTXSID0059611,Nc1ccc(c2ccccc21)S(O)(=O)=O,"InChI=1S/C10H9NO3S/c11-9-5-6-10(15(12,13)14)8-4-2-1-3-7(8)9/h1-6H,11H2,(H,12,13,14)",NRZRRZAVMCAKEP-UHFFFAOYSA-N,[Na+],0.78,100298,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875ac0>,Nc1ccc(S(=O)(=O)O)c2ccccc12
100302,132-64-9,132-64-9,c1cccc2oc3ccccc3c21,DIBENZOFURAN,Dibenzofuran,"dibenzo[b,d]furan",98233,DTXSID2021993,c1cccc2oc3ccccc3c21,InChI=1S/C12H8O/c1-3-7-11-9(5-1)10-6-2-4-8-12(10)13-11/h1-8H,TXCDCPKCNAJMEE-UHFFFAOYSA-N,?,3.18,100302,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875b20>,c1ccc2c(c1)oc1ccccc12
100306,134-47-4,134-47-4,O=C(Nc(ccc(c1cc(S(=O)(=O)O)c2)c2O)c1)Nc(ccc(c3cc(S(=O)(=O)O)c4)c4O)c3,"2-Naphthalenesulfonic acid, 7,7'-(carbonyldiimin","7,7'-(Carbonyldiimino)bis[4-hydroxy-2-naphthalenesulfonic acid]",4-hydroxy-7-[(5-hydroxy-7-sulfonaphthalen-2-yl)carbamoylamino]naphthalene-2-sulfonic acid,98237,DTXSID7059642,OS(=O)(=O)c1cc(O)c2ccc(cc2c1)NC(=O)Nc1cc2cc(cc(O)c2cc1)S(O)(=O)=O,"InChI=1S/C21H16N2O9S2/c24-19-9-15(33(27,28)29)7-11-5-13(1-3-17(11)19)22-21(26)23-14-2-4-18-12(6-14)8-16(10-20(18)25)34(30,31)32/h1-10,24-25H,(H2,22,23,26)(H,27,28,29)(H,30,31,32)",PCGISRHGYLRXSR-UHFFFAOYSA-N,?,0.26,100306,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875b80>,O=C(Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1)Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1
100310,140-66-9,140-66-9,CC(C)(C)CC(C)(C)c1ccc(O)cc1,"P-(1,1,3,3-TETRAMETHYLBUTYL)PHENOL","4-(1,1,3,3-Tetramethylbutyl)phenol","4-(2,4,4-trimethylpentan-2-yl)phenol",98241,DTXSID9022360,CC(C)(C)CC(C)(C)c1ccc(O)cc1,"InChI=1S/C14H22O/c1-13(2,3)10-14(4,5)11-6-8-12(15)9-7-11/h6-9,15H,10H2,1-5H3",ISAVYTVYFVQUDY-UHFFFAOYSA-N,?,2.46,100310,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875be0>,CC(C)(C)CC(C)(C)c1ccc(O)cc1
100314,144-19-4,144-19-4,CC(C)C(O)C(C)(C)CO,"2,2,4-TRIMETHYL-1,3-PENTANEDIOL","2,2,4-Trimethyl-1,3-pentanediol","2,2,4-trimethylpentane-1,3-diol",98245,DTXSID8027113,CC(C)C(O)C(C)(C)CO,"InChI=1S/C8H18O2/c1-6(2)7(10)8(3,4)5-9/h6-7,9-10H,5H2,1-4H3",JCTXKRPTIMZBJT-UHFFFAOYSA-N,?,0.0,100314,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875c40>,CC(C)C(O)C(C)(C)CO
100318,208-96-8,208-96-8,c1ccc2C=Cc3cccc1c32,ACENAPHTHYLENE,Acenaphthylene,acenaphthylene,98249,DTXSID3023845,c1ccc2C=Cc3cccc1c32,InChI=1S/C12H8/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-8H,HXGDTGSAIMULJN-UHFFFAOYSA-N,?,2.43,100318,<rdkit.Chem.rdchem.Mol object at 0x2b7b59875ca0>,C1=Cc2cccc3cccc1c23
