ChemID,source_casrn,CAS,SMILES,NAME,preferred_name,iupac,MPID,dsstox_substance_id,Canonical_QSARr,InChI_Code_QSARr,InChI Key_QSARr,LogKOC,ID,mol,isosmiles
100766,120162-55-2,120162-55-2,C[n]1[n][n]c([n]1)-c1c[n][n](C)c1S(=O)(=O)NC(=O)Nc1[n]c(cc([n]1)OC)OC,Azimsulfuron,Azimsulfuron,"N-[(4,6-dimethoxypyrimidin-2-yl)carbamoyl]-1-methyl-4-(2-methyl-2H-tetrazol-5-yl)-1H-pyrazole-5-sulfonamide",100009,DTXSID8041614,C[n]1[n][n]c([n]1)-c1c[n][n](C)c1S(=O)(=O)NC(=O)Nc1[n]c(cc([n]1)OC)OC,"InChI=1S/C13H16N10O5S/c1-22-11(7(6-14-22)10-18-21-23(2)19-10)29(25,26)20-13(24)17-12-15-8(27-3)5-9(16-12)28-4/h5-6H,1-4H3,(H2,15,16,17,20,24)",MAHPNPYYQAIOJN-UHFFFAOYSA-N,1.89,100766,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89a580>,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(-c3nnn(C)n3)cnn2C)n1
100767,122931-48-0,122931-48-0,CCS(=O)(=O)c1ccc[n]c1S(=O)(=O)NC(=O)Nc1[n]c(cc([n]1)OC)OC,RIMSULFURON,Rimsulfuron,"N-[(4,6-dimethoxypyrimidin-2-yl)carbamoyl]-3-(ethylsulfonyl)pyridine-2-sulfonamide",100010,DTXSID1032642,CCS(=O)(=O)c1ccc[n]c1S(=O)(=O)NC(=O)Nc1[n]c(cc([n]1)OC)OC,"InChI=1S/C14H17N5O7S2/c1-4-27(21,22)9-6-5-7-15-12(9)28(23,24)19-14(20)18-13-16-10(25-2)8-11(17-13)26-3/h5-8H,4H2,1-3H3,(H2,16,17,18,19,20)",MEFOUWRMVYJCQC-UHFFFAOYSA-N,1.71,100767,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89a5e0>,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1
100770,144740-54-5,144740-54-5,COC(=O)c1ccc(C(F)(F)F)nc1S(=O)(=O)N([Na])C(=O)Nc2nc(OC)cc(OC)n2,FLUPYRSULFURON-METHYL-SODIUM,Flupyrsulfuron-methyl-sodium,"sodium N'-(4,6-dimethoxypyrimidin-2-yl)-N-{[3-(methoxycarbonyl)-6-(trifluoromethyl)pyridin-2-yl]sulfonyl}carbamimidate",100013,DTXSID9058311,COC(=O)c1ccc([n]c1S(=O)(=O)NC(O)=Nc1[n]c(cc([n]1)OC)OC)C(F)(F)F,"InChI=1S/C15H14F3N5O7S/c1-28-9-6-10(29-2)21-13(20-9)22-14(25)23-31(26,27)11-7(12(24)30-3)4-5-8(19-11)15(16,17)18/h4-6H,1-3H3,(H2,20,21,22,23,25)",DTVOKYWXACGVGO-UHFFFAOYSA-N,1.46,100770,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89a640>,COC(=O)c1ccc(C(F)(F)F)nc1S(=O)(=O)N([Na])C(=O)Nc1nc(OC)cc(OC)n1
100004,51-66-1,51-66-1,CC(=O)Nc1ccc(cc1)OC,P-METHOXYACETANILIDE,N-(4-Methoxyphenyl)acetamide,N-(4-methoxyphenyl)acetamide,99281,DTXSID6026325,CC(=O)Nc1ccc(cc1)OC,"InChI=1S/C9H11NO2/c1-7(11)10-8-3-5-9(12-2)6-4-8/h3-6H,1-2H3,(H,10,11)",XVAIDCNLVLTVFM-UHFFFAOYSA-N,1.4,100004,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89a6a0>,COc1ccc(NC(C)=O)cc1
100008,54-11-5,54-11-5,CN1CCC[C@H]1c1c[n]ccc1,NICOTINE,Nicotine,C10H14N2,99285,DTXSID1020930,CN1CCCC1c1c[n]ccc1,"InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3",SNICXCGAKADSCV-UHFFFAOYSA-N,2.01,100008,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89a700>,CN1CCC[C@H]1c1cccnc1
100012,56-23-5,56-23-5,ClC(Cl)(Cl)Cl,CARBON TETRACHLORIDE,Carbon tetrachloride,tetrachloromethane,99289,DTXSID8020250,ClC(Cl)(Cl)Cl,"InChI=1S/CCl4/c2-1(3,4)5",VZGDMQKNWNREIO-UHFFFAOYSA-N,1.85,100012,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89a760>,ClC(Cl)(Cl)Cl
100016,56-55-3,56-55-3,c1c2c3ccccc3ccc2cc2ccccc21,BENZ(A)ANTHRACENE,Benz(a)anthracene,tetraphene,99293,DTXSID5023902,c1c2c3ccccc3ccc2cc2ccccc21,InChI=1S/C18H12/c1-2-7-15-12-18-16(11-14(15)6-1)10-9-13-5-3-4-8-17(13)18/h1-12H,DXBHBZVCASKNBY-UHFFFAOYSA-N,5.3,100016,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89a7c0>,c1ccc2cc3c(ccc4ccccc43)cc2c1
100020,57-97-6,57-97-6,c(c(c(c(c1)ccc2)c2)c(c(c3ccc4)c4)C)(c3C)c1,"7,12-DIME-BENZ(A)ANTHRACENE","7,12-Dimethylbenz(a)anthracene","7,12-dimethyltetraphene",99297,DTXSID1020510,Cc1c2ccc3ccccc3c2c(C)c2ccccc12,"InChI=1S/C20H16/c1-13-16-8-5-6-9-17(16)14(2)20-18(13)12-11-15-7-3-4-10-19(15)20/h3-12H,1-2H3",ARSRBNBHOADGJU-UHFFFAOYSA-N,5.37,100020,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89a820>,Cc1c2ccccc2c(C)c2c1ccc1ccccc12
100024,60-11-7,60-11-7,CN(C)c1ccc(cc1)N=Nc1ccccc1,"4-(N,N-DIMETHYLAMINO)AZOBENZENE",4-(Dimethylamino)azobenzene,"N,N-dimethyl-4-(phenyldiazenyl)aniline",99301,DTXSID5020491,CN(C)c1ccc(cc1)N=Nc1ccccc1,"InChI=1S/C14H15N3/c1-17(2)14-10-8-13(9-11-14)16-15-12-6-4-3-5-7-12/h3-11H,1-2H3/b16-15+",JCYPECIVGRXBMO-FOCLMDBBSA-N,3.87,100024,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89a880>,CN(C)c1ccc(N=Nc2ccccc2)cc1
100028,60-57-1|72-20-8,60-57-1|72-20-8,"ClC1(Cl)[C@@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@H]54)[C@@H]3[C@]1(Cl)C(Cl)=C2Cl |o1:3,5,6,8,9,11,12,13|","DIELDRIN, ENDRIN",Dieldrin,,99305|99325,DTXSID9020453|DTXSID6020561,ClC1(Cl)C2(Cl)C3C4CC(C5OC54)C3C1(Cl)C(Cl)=C2Cl,"InChI=1S/C12H8Cl6O/c13-8-9(14)11(16)5-3-1-2(6-7(3)19-6)4(5)10(8,15)12(11,17)18/h2-7H,1H2",DFBKLUNHFCTMDC-UHFFFAOYSA-N,4.08,100028,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89a8e0>,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@H]([C@@H]3[C@@]1(Cl)C2(Cl)Cl)[C@H]1O[C@@H]41
100032,62-56-6,62-56-6,NC(N)=S,THIOUREA,Thiourea,thiourea,99309,DTXSID9021348,NC(N)=S,"InChI=1S/CH4N2S/c2-1(3)4/h(H4,2,3,4)",UMGDCJDMYOKAJW-UHFFFAOYSA-N,0.85,100032,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89a940>,NC(N)=S
100036,64-10-8,64-10-8,NC(=O)Nc1ccccc1,PHENYLUREA,1-Phenylurea,C7H8N2O,99313,DTXSID8042507,NC(=O)Nc1ccccc1,"InChI=1S/C7H8N2O/c8-7(10)9-6-4-2-1-3-5-6/h1-5H,(H3,8,9,10)",LUBJCRLGQSPQNN-UHFFFAOYSA-N,1.35,100036,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89a9a0>,NC(=O)Nc1ccccc1
100040,66-75-1,66-75-1,O=C1NC=C(C(=O)N1)N(CCCl)CCCl,URACIL MUSTARD,Uracil mustard,"5-[bis(2-chloroethyl)amino]pyrimidine-2,4(1H,3H)-dione",99317,DTXSID8026270,O=C1NC=C(C(=O)N1)N(CCCl)CCCl,"InChI=1S/C8H11Cl2N3O2/c9-1-3-13(4-2-10)6-5-11-8(15)12-7(6)14/h5H,1-4H2,(H2,11,12,14,15)",IDPUKCWIGUEADI-UHFFFAOYSA-N,1.46,100040,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89aa00>,O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1
100044,71-36-3,71-36-3,CCCCO,1-BUTANOL,1-Butanol,butan-1-ol,99321,DTXSID1021740,CCCCO,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",LRHPLDYGYMQRHN-UHFFFAOYSA-N,0.5,100044,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89aa60>,CCCCO
100049,72-43-5,72-43-5,COc1ccc(cc1)C(c1ccc(cc1)OC)C(Cl)(Cl)Cl,METHOXYCHLOR,Methoxychlor,"1,1'-(2,2,2-trichloroethane-1,1-diyl)bis(4-methoxybenzene)",99326,DTXSID9020827,COc1ccc(cc1)C(c1ccc(cc1)OC)C(Cl)(Cl)Cl,"InChI=1S/C16H15Cl3O2/c1-20-13-7-3-11(4-8-13)15(16(17,18)19)12-5-9-14(21-2)10-6-12/h3-10,15H,1-2H3",IAKOZHOLGAGEJT-UHFFFAOYSA-N,4.9,100049,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89aac0>,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1
100053,75-09-2,75-09-2,ClCCl,DICHLOROMETHANE,Dichloromethane,dichloromethane,99330,DTXSID0020868,ClCCl,InChI=1S/CH2Cl2/c2-1-3/h1H2,YMWUJEATGCHHMB-UHFFFAOYSA-N,1.44,100053,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89ab20>,ClCCl
100057,75-34-3,75-34-3,CC(Cl)Cl,"1,1-DICHLOROETHANE","1,1-Dichloroethane","1,1-dichloroethane",99334,DTXSID1020437,CC(Cl)Cl,"InChI=1S/C2H4Cl2/c1-2(3)4/h2H,1H3",SCYULBFZEHDVBN-UHFFFAOYSA-N,1.48,100057,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89ab80>,CC(Cl)Cl
100061,76-03-9,76-03-9,OC(=O)C(Cl)(Cl)Cl,TRICHLOROACETIC ACID,Trichloroacetic acid,trichloroacetic acid,99338,DTXSID1021378,OC(=O)C(Cl)(Cl)Cl,"InChI=1S/C2HCl3O2/c3-2(4,5)1(6)7/h(H,6,7)",YNJBWRMUSHSURL-UHFFFAOYSA-N,0.3,100061,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89abe0>,O=C(O)C(Cl)(Cl)Cl
100065,78-59-1,78-59-1,CC1CC(C)(C)CC(=O)C=1,ISOPHORONE,Isophorone,"3,5,5-trimethylcyclohex-2-en-1-one",99342,DTXSID8020759,CC1CC(C)(C)CC(=O)C=1,"InChI=1S/C9H14O/c1-7-4-8(10)6-9(2,3)5-7/h4H,5-6H2,1-3H3",HJOVHMDZYOCNQW-UHFFFAOYSA-N,1.4,100065,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89ac40>,CC1=CC(=O)CC(C)(C)C1
100069,79-06-1,79-06-1,C=CC(N)=O,ACRYLAMIDE,Acrylamide,prop-2-enamide,99346,DTXSID5020027,C=CC(N)=O,"InChI=1S/C3H5NO/c1-2-3(4)5/h2H,1H2,(H2,4,5)",HRPVXLWXLXDGHG-UHFFFAOYSA-N,1.7,100069,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89aca0>,C=CC(N)=O
100073,82-68-8,82-68-8,[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,PENTACHLORONITROBENZENE,Pentachloronitrobenzene,"1,2,3,4,5-pentachloro-6-nitrobenzene",99350,DTXSID2021105,[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C6Cl5NO2/c7-1-2(8)4(10)6(12(13)14)5(11)3(1)9,LKPLKUMXSAEKID-UHFFFAOYSA-N,3.98,100073,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89ad00>,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
100077,84-66-2,84-66-2,CCOC(=O)c1ccccc1C(=O)OCC,DIETHYL PHTHALATE,Diethyl phthalate,"diethyl benzene-1,2-dicarboxylate",99354,DTXSID7021780,CCOC(=O)c1ccccc1C(=O)OCC,"InChI=1S/C12H14O4/c1-3-15-11(13)9-7-5-6-8-10(9)12(14)16-4-2/h5-8H,3-4H2,1-2H3",FLKPEMZONWLCSK-UHFFFAOYSA-N,1.84,100077,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89ad60>,CCOC(=O)c1ccccc1C(=O)OCC
100081,84-75-3,84-75-3,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,DIHEXYL PHTHALATE,Dihexyl phthalate,"dihexyl benzene-1,2-dicarboxylate",99358,DTXSID6025068,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,"InChI=1S/C20H30O4/c1-3-5-7-11-15-23-19(21)17-13-9-10-14-18(17)20(22)24-16-12-8-6-4-2/h9-10,13-14H,3-8,11-12,15-16H2,1-2H3",KCXZNSGUUQJJTR-UHFFFAOYSA-N,4.72,100081,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89adc0>,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC
100086,85-34-7,85-34-7,OC(=O)Cc1c(Cl)c(Cl)ccc1Cl,FENAC,Chlorfenac,"(2,3,6-trichlorophenyl)acetic acid",99363,DTXSID2040284,OC(=O)Cc1c(Cl)c(Cl)ccc1Cl,"InChI=1S/C8H5Cl3O2/c9-5-1-2-6(10)8(11)4(5)3-7(12)13/h1-2H,3H2,(H,12,13)",QZXCCPZJCKEPSA-UHFFFAOYSA-N,1.8,100086,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89ae20>,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl
100090,86-30-6,86-30-6,O=NN(c1ccccc1)c1ccccc1,DIPHENYLNITROSAMINE,N-Nitrosodiphenylamine,N-nitroso-N-phenylaniline,99367,DTXSID6021030,O=NN(c1ccccc1)c1ccccc1,InChI=1S/C12H10N2O/c15-13-14(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,UBUCNCOMADRQHX-UHFFFAOYSA-N,3.08,100090,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89ae80>,O=NN(c1ccccc1)c1ccccc1
100094,86-86-2,86-86-2,NC(=O)Cc1cccc2ccccc21,1-Naphthaleneacetamide,1-Naphthaleneacetamide,2-(naphthalen-1-yl)acetamide,99371,DTXSID3020914,NC(=O)Cc1cccc2ccccc21,"InChI=1S/C12H11NO/c13-12(14)8-10-6-3-5-9-4-1-2-7-11(9)10/h1-7H,8H2,(H2,13,14)",XFNJVKMNNVCYEK-UHFFFAOYSA-N,2.0,100094,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89aee0>,NC(=O)Cc1cccc2ccccc12
100098,88-06-2,88-06-2,Oc1c(Cl)cc(Cl)cc1Cl,"2,4,6-TRICHLOROPHENOL","2,4,6-Trichlorophenol",C6H3Cl3O,99375,DTXSID5021386,Oc1c(Cl)cc(Cl)cc1Cl,"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",LINPIYWFGCPVIE-UHFFFAOYSA-N,3.03,100098,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89af40>,Oc1c(Cl)cc(Cl)cc1Cl
100102,90-05-1,90-05-1,COc1ccccc1O,2-METHOXYPHENOL,2-Methoxyphenol,2-methoxyphenol,99379,DTXSID0023113,COc1ccccc1O,"InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3",LHGVFZTZFXWLCP-UHFFFAOYSA-N,1.56,100102,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89afa0>,COc1ccccc1O
100106,91-01-0,91-01-0,OC(c1ccccc1)c1ccccc1,BENZHYDROL,Diphenylmethanol,C13H12O,99383,DTXSID2059015,OC(c1ccccc1)c1ccccc1,"InChI=1S/C13H12O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10,13-14H",QILSFLSDHQAZET-UHFFFAOYSA-N,2.34,100106,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b6040>,OC(c1ccccc1)c1ccccc1
100110,91-22-5,91-22-5,c1cccc2[n]cccc21,QUINOLINE,Quinoline,C9H7N,99387,DTXSID1021798,c1cccc2[n]cccc21,InChI=1S/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H,SMWDFEZZVXVKRB-UHFFFAOYSA-N,3.1,100110,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b60a0>,c1ccc2ncccc2c1
100114,91-94-1,91-94-1,Nc1ccc(cc1Cl)-c1cc(Cl)c(N)cc1,"3,3'-DICHLOROBENZIDINE","3,3'-Dichlorobenzidine","3,3'-dichlorobiphenyl-4,4'-diamine",99391,DTXSID6020432,Nc1ccc(cc1Cl)-c1cc(Cl)c(N)cc1,"InChI=1S/C12H10Cl2N2/c13-9-5-7(1-3-11(9)15)8-2-4-12(16)10(14)6-8/h1-6H,15-16H2",HUWXDEQWWKGHRV-UHFFFAOYSA-N,4.35,100114,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b6100>,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl
100118,92-87-5,92-87-5,Nc1ccc(cc1)-c1ccc(N)cc1,BENZIDINE,Benzidine,"biphenyl-4,4'-diamine",99395,DTXSID2020137,Nc1ccc(cc1)-c1ccc(N)cc1,"InChI=1S/C12H12N2/c13-11-5-1-9(2-6-11)10-3-7-12(14)8-4-10/h1-8H,13-14H2",HFACYLZERDEVSX-UHFFFAOYSA-N,3.46,100118,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b6160>,Nc1ccc(-c2ccc(N)cc2)cc1
100122,93-65-2,93-65-2,Cc1cc(Cl)ccc1OC(C)C(O)=O,MECOPROP,Mecoprop,2-(4-chloro-2-methylphenoxy)propanoic acid,99399,DTXSID9024194,Cc1cc(Cl)ccc1OC(C)C(O)=O,"InChI=1S/C10H11ClO3/c1-6-5-8(11)3-4-9(6)14-7(2)10(12)13/h3-5,7H,1-2H3,(H,12,13)",WNTGYJSOUMFZEP-UHFFFAOYSA-N,1.3,100122,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b61c0>,Cc1cc(Cl)ccc1OC(C)C(=O)O
100126,93-89-0,93-89-0,CCOC(=O)c1ccccc1,ETHYL BENZOATE,Ethyl benzoate,ethyl benzoate,99403,DTXSID3038696,CCOC(=O)c1ccccc1,"InChI=1S/C9H10O2/c1-2-11-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3",MTZQAGJQAFMTAQ-UHFFFAOYSA-N,2.3,100126,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b6220>,CCOC(=O)c1ccccc1
100130,94-74-6,94-74-6,Cc1cc(Cl)ccc1OCC(O)=O,2-METHYL-4-CHLOROPHENOXYACETIC ACID,MCPA,(4-chloro-2-methylphenoxy)acetic acid,99407,DTXSID4024195,Cc1cc(Cl)ccc1OCC(O)=O,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",WHKUVVPPKQRRBV-UHFFFAOYSA-N,1.73,100130,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b6280>,Cc1cc(Cl)ccc1OCC(=O)O
100134,95-14-7,95-14-7,c1cccc2[nH][n][n]c21,1H-BENZOTRIAZOLE,"1,2,3-Benzotriazole",1H-benzotriazole,99411,DTXSID6020147,c1cccc2[nH][n][n]c21,"InChI=1S/C6H5N3/c1-2-4-6-5(3-1)7-9-8-6/h1-4H,(H,7,8,9)",QRUDEWIWKLJBPS-UHFFFAOYSA-N,1.69,100134,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b62e0>,c1ccc2[nH]nnc2c1
100138,95-57-8,95-57-8,Oc1ccccc1Cl,2-CHLOROPHENOL,2-Chlorophenol,2-chlorophenol,99415,DTXSID5021544,Oc1ccccc1Cl,"InChI=1S/C6H5ClO/c7-5-3-1-2-4-6(5)8/h1-4,8H",ISPYQTSUDJAMAB-UHFFFAOYSA-N,2.6,100138,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b6340>,Oc1ccccc1Cl
100142,95-94-3,95-94-3,Clc1cc(Cl)c(Cl)cc1Cl,"1,2,4,5-TETRACHLOROBENZENE","1,2,4,5-Tetrachlorobenzene","1,2,4,5-tetrachlorobenzene",99419,DTXSID7024320,Clc1cc(Cl)c(Cl)cc1Cl,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H,JHBKHLUZVFWLAG-UHFFFAOYSA-N,4.1,100142,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b63a0>,Clc1cc(Cl)c(Cl)cc1Cl
100146,98-85-1,98-85-1,CC(O)c1ccccc1,ALPHA-METHYLBENZYL ALCOHOL,alpha-Methylbenzyl alcohol,1-phenylethanol,99423,DTXSID1020859,CC(O)c1ccccc1,"InChI=1S/C8H10O/c1-7(9)8-5-3-2-4-6-8/h2-7,9H,1H3",WAPNOHKVXSQRPX-UHFFFAOYSA-N,1.5,100146,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b6400>,CC(O)c1ccccc1
100150,99-30-9,99-30-9,Nc1c(Cl)cc(cc1Cl)[N+]([O-])=O,"2,6-DICHLORO-4-NITROANILINE",Dicloran,"2,6-dichloro-4-nitroaniline",99427,DTXSID2020426,Nc1c(Cl)cc(cc1Cl)[N+]([O-])=O,"InChI=1S/C6H4Cl2N2O2/c7-4-1-3(10(11)12)2-5(8)6(4)9/h1-2H,9H2",BIXZHMJUSMUDOQ-UHFFFAOYSA-N,3.0,100150,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b6460>,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl
100154,99-94-5,99-94-5,Cc1ccc(cc1)C(O)=O,P-TOLUIC ACID,4-Methylbenzoic acid,4-methylbenzoic acid,99431,DTXSID6021618,Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)",LPNBBFKOUUSUDB-UHFFFAOYSA-N,1.77,100154,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b64c0>,Cc1ccc(C(=O)O)cc1
100158,100-41-4,100-41-4,CCc1ccccc1,ETHYLBENZENE,Ethylbenzene,C8H10,99435,DTXSID3020596,CCc1ccccc1,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",YNQLUTRBYVCPMQ-UHFFFAOYSA-N,2.23,100158,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b6520>,CCc1ccccc1
100162,100-54-9,100-54-9,N#Cc1c[n]ccc1,3-CYANOPYRIDINE,3-Pyridinecarbonitrile,pyridine-3-carbonitrile,99439,DTXSID1026665,N#Cc1c[n]ccc1,"InChI=1S/C6H4N2/c7-4-6-2-1-3-8-5-6/h1-3,5H",GZPHSAQLYPIAIN-UHFFFAOYSA-N,1.56,100162,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b6580>,N#Cc1cccnc1
100166,101-21-3,101-21-3,CC(C)OC(=O)Nc1cccc(Cl)c1,CHLORPROPHAM,Chlorpropham,propan-2-yl (3-chlorophenyl)carbamate,99443,DTXSID7020764,CC(C)OC(=O)Nc1cccc(Cl)c1,"InChI=1S/C10H12ClNO2/c1-7(2)14-10(13)12-9-5-3-4-8(11)6-9/h3-7H,1-2H3,(H,12,13)",CWJSHJJYOPWUGX-UHFFFAOYSA-N,2.6,100166,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b65e0>,CC(C)OC(=O)Nc1cccc(Cl)c1
100170,101-61-1,101-61-1,CN(C)c1ccc(Cc2ccc(cc2)N(C)C)cc1,BIS(4-DIMETHYLAMINOPHENYL)METHANE,"4,4'-Methylenebis(N,N-dimethylaniline)","4,4'-methanediylbis(N,N-dimethylaniline)",99447,DTXSID5020869,CN(C)c1ccc(Cc2ccc(cc2)N(C)C)cc1,"InChI=1S/C17H22N2/c1-18(2)16-9-5-14(6-10-16)13-15-7-11-17(12-8-15)19(3)4/h5-12H,13H2,1-4H3",JNRLEMMIVRBKJE-UHFFFAOYSA-N,3.96,100170,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b6640>,CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1
100174,101-99-5,101-99-5,O=C(OCC)Nc(cccc1)c1,N-PHENYL ETHYLCARBAMATE,"Carbamic acid, phenyl-, ethyl ester",Ethyl N-phenylcarbamate,99451,DTXSID0059243,CCOC(=O)Nc1ccccc1,"InChI=1S/C9H11NO2/c1-2-12-9(11)10-8-6-4-3-5-7-8/h3-7H,2H2,1H3,(H,10,11)",LBKPGNUOUPTQKA-UHFFFAOYSA-N,1.82,100174,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b66a0>,CCOC(=O)Nc1ccccc1
100178,103-65-1,103-65-1,CCCc1ccccc1,N-PROPYLBENZENE,Propylbenzene,propylbenzene,99455,DTXSID3042219,CCCc1ccccc1,"InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",ODLMAHJVESYWTB-UHFFFAOYSA-N,2.87,100178,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b6700>,CCCc1ccccc1
100182,103-88-8,103-88-8,CC(=O)Nc1ccc(Br)cc1,4-BROMOACETANILIDE,"Acetamide, N-(4-bromophenyl)-",N-(4-bromophenyl)acetamide,99459,DTXSID6059283,CC(=O)Nc1ccc(Br)cc1,"InChI=1S/C8H8BrNO/c1-6(11)10-8-4-2-7(9)3-5-8/h2-5H,1H3,(H,10,11)",MSLICLMCQYQNPK-UHFFFAOYSA-N,1.95,100182,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b6760>,CC(=O)Nc1ccc(Br)cc1
100186,106-30-9,106-30-9,CCCCCCC(=O)OCC,ETHYL HEPTANOATE,Ethyl heptanoate,ethyl heptanoate,99463,DTXSID1040112,CCCCCCC(=O)OCC,"InChI=1S/C9H18O2/c1-3-5-6-7-8-9(10)11-4-2/h3-8H2,1-2H3",TVQGDYNRXLTQAP-UHFFFAOYSA-N,2.61,100186,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b67c0>,CCCCCCC(=O)OCC
100190,106-42-3,106-42-3,Cc1ccc(C)cc1,P-XYLENE,p-Xylene,"1,4-dimethylbenzene",99467,DTXSID2021868,Cc1ccc(C)cc1,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",URLKBWYHVLBVBO-UHFFFAOYSA-N,2.41,100190,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b6820>,Cc1ccc(C)cc1
