ChemID,source_casrn,CAS,SMILES,NAME,preferred_name,iupac,MPID,dsstox_substance_id,Canonical_QSARr,InChI_Code_QSARr,InChI Key_QSARr,Salt_Solvent,Salt_Solvent_ID,MP,ID
106455,1861-21-8,NOCAS_871852,CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,Enallylpropymal,,,33282,DTXSID40871852,CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,"InChI=1S/C11H16N2O3/c1-5-6-11(7(2)3)8(14)12-10(16)13(4)9(11)15/h5,7H,1,6H2,2-4H3,(H,12,14,16)",AXJXURWWUFZZKN-UHFFFAOYSA-N,?,,56.5,106455
106456,1861-32-1,1861-32-1,COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC,DIMETHYL TETRACHLOROTEREPHTHALATE,Chlorthal-dimethyl,"dimethyl 2,3,5,6-tetrachlorobenzene-1,4-dicarboxylate",33283,DTXSID0024000,COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC,InChI=1S/C10H6Cl4O4/c1-17-9(15)3-5(11)7(13)4(10(16)18-2)8(14)6(3)12/h1-2H3,NPOJQCVWMSKXDN-UHFFFAOYSA-N,?,,155.0,106456
106458,1863-63-4,1863-63-4,[NH4+].[O-]C(=O)c1ccccc1,"Benzoic acid, ammonium salt",Ammonium benzoate,ammonium benzoate,33285,DTXSID4041602,OC(=O)c1ccccc1,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",WPYMKLBDIGXBTP-UHFFFAOYSA-N,[NH4+],20887,194.5,106458
106460,1867-66-9,1867-66-9,Cl.CNC1(CCCCC1=O)c1ccccc1Cl,KETAMINE,Ketamine hydrochloride,2-(2-chlorophenyl)-2-(methylamino)cyclohexanone hydrochloride (1:1),33286,DTXSID4040137,CNC1(CCCCC1=O)c1ccccc1Cl,"InChI=1S/C13H16ClNO/c1-15-13(9-5-4-8-12(13)16)10-6-2-3-7-11(10)14/h2-3,6-7,15H,4-5,8-9H2,1H3",YQEZLKZALYSWHR-UHFFFAOYSA-N,Cl,18179,262.5,106460
106461,1868-53-7,1868-53-7,FC(Br)Br,"METHANE, DIBROMOFLUORO-",Dibromofluoromethane,dibromo-fluoromethane,33287,DTXSID2074320,FC(Br)Br,InChI=1S/CHBr2F/c2-1(3)4/h1H,LTUTVFXOEGMHMP-UHFFFAOYSA-N,?,,-78.0,106461
106463,1871-57-4,1871-57-4,C=C(CCl)CCl,2-(CHLOROMETHYL)-3-CHLORO-1-PROPENE,3-Chloro-2-chloromethyl-1-propene,3-chloro-2-(chloromethyl)prop-1-ene,33289,DTXSID3022166,C=C(CCl)CCl,InChI=1S/C4H6Cl2/c1-4(2-5)3-6/h1-3H2,XJFZOSUFGSANIF-UHFFFAOYSA-N,?,,-14.0,106463
106464,1871-76-7,1871-76-7,O=C(Cl)C(c1ccccc1)c1ccccc1,Diphenyl-acetyl chloride,"2,2-Diphenylacetyl chloride","2,2-di(phenyl)acetyl chloride",33290,DTXSID30171979,O=C(Cl)C(c1ccccc1)c1ccccc1,"InChI=1S/C14H11ClO/c15-14(16)13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10,13H",MSYLETHDEIJMAF-UHFFFAOYSA-N,?,,56.5,106464
106465,1874-22-2,NOCAS_870917,[O-][N+](=O)c1ccc(C=CC=O)o1,"2-PROPENAL, 3-(5-NITRO-2-FURANYL)-",,,33291,DTXSID50870917,[O-][N+](=O)c1ccc(C=CC=O)o1,InChI=1S/C7H5NO4/c9-5-1-2-6-3-4-7(12-6)8(10)11/h1-5H/b2-1+,DXWCZMGIIFEEPU-OWOJBTEDSA-N,?,,118.5,106465
106467,1877-72-1,1877-72-1,N#Cc1cc(ccc1)C(O)=O,M-CYANOBENZOIC ACID,3-Cyanobenzoic acid,3-CYANOBENZOIC ACID,33293,DTXSID00172074,N#Cc1cc(ccc1)C(O)=O,"InChI=1S/C8H5NO2/c9-5-6-2-1-3-7(4-6)8(10)11/h1-4H,(H,10,11)",GYLKKXHEIIFTJH-UHFFFAOYSA-N,?,,219.0,106467
106468,1877-73-2,1877-73-2,[O-][N+](=O)c1cccc(CC(O)=O)c1,M-NITROPHENYLACETIC ACID,"Acetic acid, (m-nitrophenyl)-",2-(3-NITROPHENYL)ACETIC ACID,33294,DTXSID60172075,[O-][N+](=O)c1cccc(CC(O)=O)c1,"InChI=1S/C8H7NO4/c10-8(11)5-6-2-1-3-7(4-6)9(12)13/h1-4H,5H2,(H,10,11)",WUKHOVCMWXMOOA-UHFFFAOYSA-N,?,,118.5,106468
106470,1878-65-5,1878-65-5,OC(=O)Cc1cccc(Cl)c1,M-CHLOROPHENYLACETIC ACID,3-Chlorophenylacetic acid,2-(3-chlorophenyl)acetic acid,33295,DTXSID5075151,OC(=O)Cc1cccc(Cl)c1,"InChI=1S/C8H7ClO2/c9-7-3-1-2-6(4-7)5-8(10)11/h1-4H,5H2,(H,10,11)",WFPMUFXQDKMVCO-UHFFFAOYSA-N,?,,78.75,106470
106472,1878-67-7,1878-67-7,OC(=O)Cc1cccc(Br)c1,M-BROMOPHENYLACETIC ACID,3-Bromophenylacetic acid,2-(3-bromophenyl)acetic acid,33297,DTXSID0075152,OC(=O)Cc1cccc(Br)c1,"InChI=1S/C8H7BrO2/c9-7-3-1-2-6(4-7)5-8(10)11/h1-4H,5H2,(H,10,11)",KYNNBXCGXUOREX-UHFFFAOYSA-N,?,,101.0,106472
106473,1878-68-8,1878-68-8,OC(=O)Cc1ccc(Br)cc1,P-BROMOPHENYLACETIC ACID,4-Bromophenylacetic acid,2-(4-Bromophenyl)acetic acid,33298,DTXSID2062032,OC(=O)Cc1ccc(Br)cc1,"InChI=1S/C8H7BrO2/c9-7-3-1-6(2-4-7)5-8(10)11/h1-4H,5H2,(H,10,11)",QOWSWEBLNVACCL-UHFFFAOYSA-N,?,,116.0,106473
106474,1878-81-5,1878-81-5,CC(=O)c1ccc(cc1)OCC(O)=O,P-ACETYLPHENOXYACETIC ACID,(p-Acetylphenoxy)acetic acid,2-(4-acetylphenoxy)acetic acid,33299,DTXSID60172090,CC(=O)c1ccc(cc1)OCC(O)=O,"InChI=1S/C10H10O4/c1-7(11)8-2-4-9(5-3-8)14-6-10(12)13/h2-5H,6H2,1H3,(H,12,13)",KMXZEXUYXUMHEQ-UHFFFAOYSA-N,?,,176.0,106474
106476,1882-26-4,1882-26-4,CNC(=O)OCc1cccc(COC(=O)NC)[n]1,PYRIDINOL CARBAMATE,Pyricarbate,"pyridine-2,6-diyldimethanediyl bis(methylcarbamate)",33301,DTXSID5045708,CNC(=O)OCc1cccc(COC(=O)NC)[n]1,"InChI=1S/C11H15N3O4/c1-12-10(15)17-6-8-4-3-5-9(14-8)7-18-11(16)13-2/h3-5H,6-7H2,1-2H3,(H,12,15)(H,13,16)",YEKQSSHBERGOJK-UHFFFAOYSA-N,?,,136.5,106476
106477,1883-32-5,1883-32-5,OCC(c1ccccc1)c1ccccc1,"2,2-Diphenyl ethanol",beta-Phenylphenethyl alcohol,"2,2-di(phenyl)ethanol",33302,DTXSID40172179,OCC(c1ccccc1)c1ccccc1,"InChI=1S/C14H14O/c15-11-14(12-7-3-1-4-8-12)13-9-5-2-6-10-13/h1-10,14-15H,11H2",NYLOEXLAXYHOHH-UHFFFAOYSA-N,?,,64.5,106477
106478,1885-29-6,1885-29-6,Nc1ccccc1C#N,"Benzonitrile, 2-amino-",2-Aminobenzonitrile,2-aminobenzonitrile,33303,DTXSID9051824,Nc1ccccc1C#N,"InChI=1S/C7H6N2/c8-5-6-3-1-2-4-7(6)9/h1-4H,9H2",HLCPWBZNUKCSBN-UHFFFAOYSA-N,?,,51.0,106478
106480,1885-38-7,1885-38-7,N#C/C=C/c1ccccc1,3-PHENYL-2-PROPENENITRILE,(2E)-3-Phenylprop-2-enenitrile,(2E)-3-phenylprop-2-enenitrile,33305,DTXSID8044385,N#CC=Cc1ccccc1,InChI=1S/C9H7N/c10-8-4-7-9-5-2-1-3-6-9/h1-7H/b7-4+,ZWKNLRXFUTWSOY-QPJJXVBHSA-N,?,,22.0,106480
106481,1888-71-7,1888-71-7,ClC(Cl)=C(Cl)C(Cl)(Cl)Cl,PERCHLOROPROPYLENE,Hexachloropropene,"1,1,2,3,3,3-hexachloroprop-1-ene",33306,DTXSID7062039,ClC(Cl)=C(Cl)C(Cl)(Cl)Cl,"InChI=1S/C3Cl6/c4-1(2(5)6)3(7,8)9",VFDYKPARTDCDCU-UHFFFAOYSA-N,?,,-72.9,106481
106482,1891-90-3,1891-90-3,NC(=O)c1ccc(cc1)C(F)(F)F,P-TRIFLUOROMETHYLBENZAMIDE,4-(Trifluoromethyl)benzamide,4-(Trifluoromethyl)benzamide,33307,DTXSID70172304,NC(=O)c1ccc(cc1)C(F)(F)F,"InChI=1S/C8H6F3NO/c9-8(10,11)6-3-1-5(2-4-6)7(12)13/h1-4H,(H2,12,13)",WEJHBEDHLLBJFW-UHFFFAOYSA-N,?,,185.0,106482
106484,1892-54-2,1892-54-2,Nc1cc2c3ccccc3ccc2cc1,3-Phenanthrylamine,3-Phenanthrylamine,phenanthren-3-amine,33309,DTXSID20172319,Nc1cc2c3ccccc3ccc2cc1,"InChI=1S/C14H11N/c15-12-8-7-11-6-5-10-3-1-2-4-13(10)14(11)9-12/h1-9H,15H2",HUWRJSZODLRHMY-UHFFFAOYSA-N,?,,143.0,106484
106486,1897-45-6,1897-45-6,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,CHLOROTHALONIL,Chlorothalonil,"2,4,5,6-tetrachlorobenzene-1,3-dicarbonitrile",33311,DTXSID0020319,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,InChI=1S/C8Cl4N2/c9-5-3(1-13)6(10)8(12)7(11)4(5)2-14,CRQQGFGUEAVUIL-UHFFFAOYSA-N,?,,250.0,106486
106487,1897-52-5,1897-52-5,N#Cc1c(F)cccc1F,"2,6-Difluorobenzonitrile","2,6-Difluorobenzonitrile","2,6-difluorobenzonitrile",33312,DTXSID5044609,N#Cc1c(F)cccc1F,InChI=1S/C7H3F2N/c8-6-2-1-3-7(9)5(6)4-10/h1-3H,BNBRIFIJRKJGEI-UHFFFAOYSA-N,?,,31.0,106487
106489,1904-98-9,1904-98-9,Nc1[n]c2[n]c[nH]c2c(N)[n]1,"1H-Purine-2,6-diamine","2,6-Diaminopurine","7H-purine-2,6-diamine",33313,DTXSID0062052,Nc1[n]c2[n]c[nH]c2c(N)[n]1,"InChI=1S/C5H6N6/c6-3-2-4(9-1-8-2)11-5(7)10-3/h1H,(H5,6,7,8,9,10,11)",MSSXOMSJDRHRMC-UHFFFAOYSA-N,?,,302.0,106489
106491,1910-68-5,NOCAS_859687,CN1C(=O)C(=NNC(N)=S)c2ccccc12,Methisazone,Methisazone,"2-(1-methyl-2-oxo-1,2-dihydro-3H-indol-3-ylidene)hydrazinecarbothioamide",33314,DTXSID10859687,CN1C(=O)C(=NNC(N)=S)c2ccccc12,"InChI=1S/C10H10N4OS/c1-14-7-5-3-2-4-6(7)8(9(14)15)12-13-10(11)16/h2-5H,1H3,(H3,11,13,16)/b12-8-",DLGSOJOOYHWROO-WQLSENKSSA-N,?,,245.0,106491
106492,1912-24-9,1912-24-9,CCNc1[n]c(Cl)[n]c(NC(C)C)[n]1,ATRAZINE,Atrazine,"6-chloro-N-ethyl-N'-(propan-2-yl)-1,3,5-triazine-2,4-diamine",33315,DTXSID9020112,CCNc1[n]c(Cl)[n]c(NC(C)C)[n]1,"InChI=1S/C8H14ClN5/c1-4-10-7-12-6(9)13-8(14-7)11-5(2)3/h5H,4H2,1-3H3,(H2,10,11,12,13,14)",MXWJVTOOROXGIU-UHFFFAOYSA-N,?,,173.0,106492
106494,1916-07-0,1916-07-0,COC(=O)c1cc(OC)c(OC)c(c1)OC,"Benzoic acid, 3,4,5-trimethoxy-, methyl ester","Benzoic acid, 3,4,5-trimethoxy-, methyl ester","Methyl 3,4,5-trimethoxybenzoate",33317,DTXSID0062058,COC(=O)c1cc(OC)c(OC)c(c1)OC,"InChI=1S/C11H14O5/c1-13-8-5-7(11(12)16-4)6-9(14-2)10(8)15-3/h5-6H,1-4H3",KACHFMOHOPLTNX-UHFFFAOYSA-N,?,,83.0,106494
106495,1917-15-3,1917-15-3,Cc1ccc(o1)C(O)=O,"2-Furancarboxylic acid, 5-methyl-",5-Methyl-2-furancarboxylic acid,5-methylfuran-2-carboxylic acid,33318,DTXSID5021627,Cc1ccc(o1)C(O)=O,"InChI=1S/C6H6O3/c1-4-2-3-5(9-4)6(7)8/h2-3H,1H3,(H,7,8)",OVOCLWJUABOAPL-UHFFFAOYSA-N,?,,109.5,106495
106496,1918-00-9,1918-00-9,COc1c(C(O)=O)c(Cl)ccc1Cl,DICAMBA,Dicamba,"3,6-dichloro-2-methoxybenzoic acid",33319,DTXSID4024018,COc1c(C(O)=O)c(Cl)ccc1Cl,"InChI=1S/C8H6Cl2O3/c1-13-7-5(10)3-2-4(9)6(7)8(11)12/h2-3H,1H3,(H,11,12)",IWEDIXLBFLAXBO-UHFFFAOYSA-N,?,,115.0,106496
106498,1918-08-7,1918-08-7,Cc1cc(c(c(c1)[N+]([O-])=O)N(CCC)CCC)[N+]([O-])=O,DIPROPALIN,Dipropalin,"4-methyl-2,6-dinitro-N,N-dipropylaniline",33321,DTXSID1041895,Cc1cc(c(c(c1)[N+]([O-])=O)N(CCC)CCC)[N+]([O-])=O,"InChI=1S/C13H19N3O4/c1-4-6-14(7-5-2)13-11(15(17)18)8-10(3)9-12(13)16(19)20/h8-9H,4-7H2,1-3H3",UDVZOMAEGATTSE-UHFFFAOYSA-N,?,,80.0,106498
106499,1918-13-4,1918-13-4,NC(=S)c1c(Cl)cccc1Cl,CHLORTHIAMID,Chlorthiamid,"2,6-dichlorobenzenecarbothioamide",33322,DTXSID4041783,NC(=S)c1c(Cl)cccc1Cl,"InChI=1S/C7H5Cl2NS/c8-4-2-1-3-5(9)6(4)7(10)11/h1-3H,(H2,10,11)",KGKGSIUWJCAFPX-UHFFFAOYSA-N,?,,151.5,106499
106500,1918-16-7,1918-16-7,CC(C)N(C(=O)CCl)c1ccccc1,PROPACHLOR,Propachlor,2-chloro-N-phenyl-N-(propan-2-yl)acetamide,33323,DTXSID4024274,CC(C)N(C(=O)CCl)c1ccccc1,"InChI=1S/C11H14ClNO/c1-9(2)13(11(14)8-12)10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3",MFOUDYKPLGXPGO-UHFFFAOYSA-N,?,,77.0,106500
106502,1928-38-7,1928-38-7,COC(=O)COc1ccc(Cl)cc1Cl,"2,4-D, METHYL ESTER","2,4-D-methyl","methyl (2,4-dichlorophenoxy)acetate",33325,DTXSID6041349,COC(=O)COc1ccc(Cl)cc1Cl,"InChI=1S/C9H8Cl2O3/c1-13-9(12)5-14-8-3-2-6(10)4-7(8)11/h2-4H,5H2,1H3",HWIGZMADSFQMOI-UHFFFAOYSA-N,?,,119.0,106502
106503,1928-39-8,1928-39-8,CCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,"2,4,5-T, ETHYL ESTER","Ethyl 2,4,5-trichlorophenoxyacetate","ethyl 2-(2,4,5-trichlorophenoxy)acetate",33326,DTXSID40172876,CCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,"InChI=1S/C10H9Cl3O3/c1-2-15-10(14)5-16-9-4-7(12)6(11)3-8(9)13/h3-4H,2,5H2,1H3",LVNNFHCEDQSWSC-UHFFFAOYSA-N,?,,64.0,106503
106505,1929-82-4,1929-82-4,Clc1cccc([n]1)C(Cl)(Cl)Cl,NITRAPYRIN,Nitrapyrin,2-chloro-6-(trichloromethyl)pyridine,33327,DTXSID0024216,Clc1cccc([n]1)C(Cl)(Cl)Cl,"InChI=1S/C6H3Cl4N/c7-5-3-1-2-4(11-5)6(8,9)10/h1-3H",DCUJJWWUNKIJPH-UHFFFAOYSA-N,?,,63.0,106505
106507,1932-04-3,1932-04-3,C(CN1CCCCC1)N1CCCCC1,"Piperidine, 1,1'-(1,2-ethanediyl)bis-","Piperidine, 1,1'-(1,2-ethanediyl)bis-",1-(2-piperidin-1-ylethyl)piperidine,33329,DTXSID9062067,C(CN1CCCCC1)N1CCCCC1,InChI=1S/C12H24N2/c1-3-7-13(8-4-1)11-12-14-9-5-2-6-10-14/h1-12H2,UYMQPNRUQXPLCY-UHFFFAOYSA-N,?,,-0.5,106507
106509,1940-18-7,1940-18-7,CCC1(O)CCCCC1,1-ETHYLCYCLOHEXANOL,1-Ethylcyclohexanol,1-ethylcyclohexan-1-ol,33330,DTXSID70173018,CCC1(O)CCCCC1,"InChI=1S/C8H16O/c1-2-8(9)6-4-3-5-7-8/h9H,2-7H2,1H3",BUCJHJXFXUZJHL-UHFFFAOYSA-N,?,,34.5,106509
106510,1940-57-4,1940-57-4,BrC1c2ccccc2-c2ccccc21,"Fluorene, 9-bromo-","Fluorene, 9-bromo-",9-bromo-9H-fluorene,33331,DTXSID40173020,BrC1c2ccccc2-c2ccccc21,"InChI=1S/C13H9Br/c14-13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)13/h1-8,13H",AHCDKANCCBEQJJ-UHFFFAOYSA-N,?,,103.5,106510
106513,1942-46-7,1942-46-7,CCCCC#CCCCC,5-DECYNE,5-Decyne,dec-5-yne,33333,DTXSID70173038,CCCCC#CCCCC,"InChI=1S/C10H18/c1-3-5-7-9-10-8-6-4-2/h3-8H2,1-2H3",JWBQJUFCNOLNNC-UHFFFAOYSA-N,?,,-73.0,106513
106515,1943-16-4,1943-16-4,[O-][N+](=O)C(Cl)([N+]([O-])=O)[N+]([O-])=O,Chlorotrinitromethane,"Methane, chlorotrinitro-",chloro-trinitromethane,33334,DTXSID90173050,[O-][N+](=O)C(Cl)([N+]([O-])=O)[N+]([O-])=O,"InChI=1S/CClN3O6/c2-1(3(6)7,4(8)9)5(10)11",GNZCDDDPGSFZFG-UHFFFAOYSA-N,?,,4.5,106515
106516,1943-54-0,NOCAS_870920,Cc1cc(C)c(Cl)c(O)c1Cl,"2,6-Dichloro-3,5-dimethylphenol",,,33335,DTXSID80870920,Cc1cc(C)c(Cl)c(O)c1Cl,"InChI=1S/C8H8Cl2O/c1-4-3-5(2)7(10)8(11)6(4)9/h3,11H,1-2H3",PRIUZKZUQWJQAA-UHFFFAOYSA-N,?,,87.5,106516
106518,1948-33-0,1948-33-0,CC(C)(C)c1cc(O)ccc1O,2-tert-Butylhydroquinone,tert-Butylhydroquinone,"2-tert-butylbenzene-1,4-diol",33337,DTXSID6020220,CC(C)(C)c1cc(O)ccc1O,"InChI=1S/C10H14O2/c1-10(2,3)8-6-7(11)4-5-9(8)12/h4-6,11-12H,1-3H3",BGNXCDMCOKJUMV-UHFFFAOYSA-N,?,,128.0,106518
106520,1948-92-1,1948-92-1,Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)[N+]([O-])=O,"BENZENAMINE, 4-[(4-NITROPHENYL)SULFONYL]-",4-[(4-Nitrophenyl)sulfonyl]aniline,4-(4-nitrophenyl)sulfonylaniline,33338,DTXSID4075162,Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)[N+]([O-])=O,"InChI=1S/C12H10N2O4S/c13-9-1-5-11(6-2-9)19(17,18)12-7-3-10(4-8-12)14(15)16/h1-8H,13H2",DMZVYFFBWHBWMO-UHFFFAOYSA-N,?,,170.0,106520
106522,1953-02-2,1953-02-2,CC(S)C(=O)NCC(O)=O,Tiopronin,Tiopronin,N-(2-sulfanylpropanoyl)glycine,33339,DTXSID4023678,CC(S)C(=O)NCC(O)=O,"InChI=1S/C5H9NO3S/c1-3(10)5(9)6-2-4(7)8/h3,10H,2H2,1H3,(H,6,9)(H,7,8)",YTGJWQPHMWSCST-UHFFFAOYSA-N,?,,96.0,106522
106524,1954-28-5,NOCAS_862800,C(OCCOCCOCCOCC1CO1)C1CO1,Etoglucid,,,33341,DTXSID80862800,C(OCCOCCOCCOCC1CO1)C1CO1,"InChI=1S/C12H22O6/c1(13-3-5-15-7-11-9-17-11)2-14-4-6-16-8-12-10-18-12/h11-12H,1-10H2",UMILHIMHKXVDGH-UHFFFAOYSA-N,?,,-13.0,106524
106525,1967-16-4,1967-16-4,CC(C#C)OC(=O)Nc1cccc(Cl)c1,CHLORBUFAM,Chlorbufam,but-3-yn-2-yl (3-chlorophenyl)carbamate,33342,DTXSID6041769,CC(C#C)OC(=O)Nc1cccc(Cl)c1,"InChI=1S/C11H10ClNO2/c1-3-8(2)15-11(14)13-10-6-4-5-9(12)7-10/h1,4-8H,2H3,(H,13,14)",ULBXWWGWDPVHAO-UHFFFAOYSA-N,?,,45.5,106525
106526,1967-25-5,1967-25-5,NC(=O)Nc1ccc(Br)cc1,P-BROMOPHENYLUREA,N-(4-Bromophenyl)urea,(4-bromophenyl)urea,33343,DTXSID30173337,NC(=O)Nc1ccc(Br)cc1,"InChI=1S/C7H7BrN2O/c8-5-1-3-6(4-2-5)10-7(9)11/h1-4H,(H3,9,10,11)",PFQUUCXMPUNRLA-UHFFFAOYSA-N,?,,226.0,106526
106528,1971-46-6,1971-46-6,Cc1c2ccccc2[n](C)c1C,"1H-INDOLE, 1,2,3-TRIMETHYL-","1H-Indole, 1,2,3-trimethyl-","1,2,3-trimethylindole",33345,DTXSID50173374,Cc1c2ccccc2[n](C)c1C,"InChI=1S/C11H13N/c1-8-9(2)12(3)11-7-5-4-6-10(8)11/h4-7H,1-3H3",NRRVOLSTQHJDEG-UHFFFAOYSA-N,?,,18.0,106528
106529,1973-22-4,1973-22-4,CCc1ccccc1Br,1-Bromo-2-ethylbenzene,o-Bromoethylbenzene,1-BROMO-2-ETHYLBENZENE,33346,DTXSID20173402,CCc1ccccc1Br,"InChI=1S/C8H9Br/c1-2-7-5-3-4-6-8(7)9/h3-6H,2H2,1H3",HVRUGFJYCAFAAN-UHFFFAOYSA-N,?,,-67.9,106529
106530,1974-04-5,NOCAS_870921,CCCCCC(C)Br,2-BROMOHEPTANE,,,33347,DTXSID40870921,CCCCCC(C)Br,"InChI=1S/C7H15Br/c1-3-4-5-6-7(2)8/h7H,3-6H2,1-2H3",HLAUCEOFCOXKNF-UHFFFAOYSA-N,?,,47.0,106530
106532,1977-10-2,1977-10-2,CN1CCN(CC1)C1=Nc2ccccc2Oc2ccc(Cl)cc21,LOXAPINE,Loxapine,"2-chloro-11-(4-methylpiperazin-1-yl)dibenzo[b,f][1,4]oxazepine",33349,DTXSID7023229,CN1CCN(CC1)C1=Nc2ccccc2Oc2ccc(Cl)cc21,"InChI=1S/C18H18ClN3O/c1-21-8-10-22(11-9-21)18-14-12-13(19)6-7-16(14)23-17-5-3-2-4-15(17)20-18/h2-7,12H,8-11H2,1H3",XJGVXQDUIWGIRW-UHFFFAOYSA-N,?,,109.5,106532
106533,1977-11-3,1977-11-3,CN1CCN(CC1)C1=Nc2ccccc2Cc2ccccc21,Perlapine,Perlapine,"6-(4-methylpiperazin-1-yl)-11H-dibenzo[b,e]azepine",33350,DTXSID1048758,CN1CCN(CC1)C1=Nc2ccccc2Cc2ccccc21,"InChI=1S/C19H21N3/c1-21-10-12-22(13-11-21)19-17-8-4-2-6-15(17)14-16-7-3-5-9-18(16)20-19/h2-9H,10-14H2,1H3",PWRPUAKXMQAFCJ-UHFFFAOYSA-N,?,,137.0,106533
106534,1982-37-2,1982-37-2,CN1CC(CN2c3ccccc3Sc3ccccc23)CC1,METHDILAZINE,Methdilazine,10-[(1-methylpyrrolidin-3-yl)methyl]-10H-phenothiazine,33351,DTXSID6023282,CN1CC(CN2c3ccccc3Sc3ccccc23)CC1,"InChI=1S/C18H20N2S/c1-19-11-10-14(12-19)13-20-15-6-2-4-8-17(15)21-18-9-5-3-7-16(18)20/h2-9,14H,10-13H2,1H3",HTMIBDQKFHUPSX-UHFFFAOYSA-N,?,,87.5,106534
106536,1982-49-6,1982-49-6,CC1CCCCC1NC(=O)Nc1ccccc1,SIDURON,Siduron,1-(2-methylcyclohexyl)-3-phenylurea,33353,DTXSID7032474,CC1CCCCC1NC(=O)Nc1ccccc1,"InChI=1S/C14H20N2O/c1-11-7-5-6-10-13(11)16-14(17)15-12-8-3-2-4-9-12/h2-4,8-9,11,13H,5-7,10H2,1H3,(H2,15,16,17)",JXVIIQLNUPXOII-UHFFFAOYSA-N,?,,135.5,106536
106537,1982-55-4,1982-55-4,Clc1c2[n][s][n]c2c(Cl)cc1Cl,"2,1,3-Benzothiadiazole, 4,5,7-trichloro-","2,1,3-Benzothiadiazole, 4,5,7-trichloro-","4,6,7-trichloro-2,1,3-benzothiadiazole",33354,DTXSID60173542,Clc1c2[n][s][n]c2c(Cl)cc1Cl,InChI=1S/C6HCl3N2S/c7-2-1-3(8)5-6(4(2)9)11-12-10-5/h1H,SZYWFOPNFNROQB-UHFFFAOYSA-N,?,,122.0,106537
106539,1984-15-2,1984-15-2,OP(O)(=O)CP(O)(O)=O,Medronic Acid,Medronic acid,methanediylbis(phosphonic acid),33355,DTXSID8045696,OP(O)(=O)CP(O)(O)=O,"InChI=1S/CH6O6P2/c2-8(3,4)1-9(5,6)7/h1H2,(H2,2,3,4)(H2,5,6,7)",MBKDYNNUVRNNRF-UHFFFAOYSA-N,?,,199.5,106539
106541,1984-94-7,1984-94-7,CCc1[n]c(NS(=O)(=O)c2ccc(N)cc2)[n]c(CC)[n]1,Sulfasymazine,Sulfasymazine,"4-amino-N-(4,6-diethyl-1,3,5-triazin-2-yl)benzenesulfonamide",33357,DTXSID80173584,CCc1[n]c(NS(=O)(=O)c2ccc(N)cc2)[n]c(CC)[n]1,"InChI=1S/C13H17N5O2S/c1-3-11-15-12(4-2)17-13(16-11)18-21(19,20)10-7-5-9(14)6-8-10/h5-8H,3-4,14H2,1-2H3,(H,15,16,17,18)",ZQMQGBHQZZQTJE-UHFFFAOYSA-N,?,,187.0,106541
106542,1985-12-2,1985-12-2,S=C=Nc1ccc(Br)cc1,P-BROMOPHENYL ISOTHIOCYANATE,4-Bromophenylisothiocyanate,1-bromo-4-isothiocyanatobenzene,33358,DTXSID30173594,S=C=Nc1ccc(Br)cc1,InChI=1S/C7H4BrNS/c8-6-1-3-7(4-2-6)9-5-10/h1-4H,XQACWEBGSZBLRG-UHFFFAOYSA-N,?,,60.5,106542
106543,1986-00-1,1986-00-1,Oc1cccc2C(=O)c3ccccc3-c21,4-Hydroxy-9-fluorenone,"Fluoren-9-one, 4-hydroxy-",4-hydroxyfluoren-9-one,33359,DTXSID30173610,Oc1cccc2C(=O)c3ccccc3-c21,"InChI=1S/C13H8O2/c14-11-7-3-6-10-12(11)8-4-1-2-5-9(8)13(10)15/h1-7,14H",OZLKIIAMQWXVKQ-UHFFFAOYSA-N,?,,250.0,106543
106545,1989-33-9,1989-33-9,OC(=O)C1c2ccccc2-c2ccccc21,9-CARBOXYFLUORENE,9H-Fluorene-9-carboxylic acid,9H-Fluorene-9-carboxylic acid,33361,DTXSID6062098,OC(=O)C1c2ccccc2-c2ccccc21,"InChI=1S/C14H10O2/c15-14(16)13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)13/h1-8,13H,(H,15,16)",DNVJGJUGFFYUPT-UHFFFAOYSA-N,?,,229.5,106545
106547,1990-90-5,1990-90-5,Cc1c[n]ccc1N,3-Methyl-4-aminopyridine,3-Methyl-4-aminopyridine,3-Methylpyridin-4-amine,33362,DTXSID90173676,Cc1c[n]ccc1N,"InChI=1S/C6H8N2/c1-5-4-8-3-2-6(5)7/h2-4H,1H3,(H2,7,8)",VGJLGPCXUGIXRQ-UHFFFAOYSA-N,?,,108.5,106547
