CMPD_CHEMBLID,exp,smiles,mol,isosmiles
CHEMBL233658,3.64,OCC(CO)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)ccc4[nH]3,<rdkit.Chem.rdchem.Mol object at 0x2b45e44c48e0>,O=C(NC1Cc2ccccc2N(CC(CO)CO)C1=O)c1cc2cc(Cl)ccc2[nH]1
CHEMBL402548,2.0,CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(cc3)N4CCN(C)CC4)c2C1)c5ccccc5,<rdkit.Chem.rdchem.Mol object at 0x2b45e44c4940>,CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1
CHEMBL1951909,1.25,CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)C)c3cc(F)cc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,<rdkit.Chem.rdchem.Mol object at 0x2b45e44c49a0>,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(F)cc(F)c2)N2CCN(S(C)(=O)=O)CC2)CC1
CHEMBL148313,2.82,Cc1ccc(cc1)S(=O)(=O)Nc2ccc(\C=C\C(=O)Nc3ccccc3N)cc2,<rdkit.Chem.rdchem.Mol object at 0x2b45e44c4a00>,Cc1ccc(S(=O)(=O)Nc2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1
CHEMBL1289466,2.63,Clc1ccc(C2CCN(CC2)C(=O)COCc3ccncc3)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e44c4a60>,O=C(COCc1ccncc1)N1CCC(c2ccc(Cl)cc2Cl)CC1
CHEMBL1800658,2.33,CC(C)N(CCNCCc1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e44c4ac0>,CC(C)N(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1
CHEMBL822,2.83,CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x2b45e44c4b20>,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
CHEMBL1620331,2.65,CCOc1ccc(cc1)c2cnc3CCCn23,<rdkit.Chem.rdchem.Mol object at 0x2b45e44c4b80>,CCOc1ccc(-c2cnc3n2CCC3)cc1
CHEMBL2164679,3.1,C[C@@H](NC(=O)[C@@H]1CCCC[C@H]1C(=O)N2CCc3[nH]c4ccc(F)cc4c3C2)C#N,<rdkit.Chem.rdchem.Mol object at 0x2b45e44c4be0>,C[C@H](C#N)NC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCc2[nH]c3ccc(F)cc3c2C1
CHEMBL2098183,3.2,COc1ccc2nc(C)cc(OCC(=O)NCc3ccccc3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e44c4c40>,COc1ccc2nc(C)cc(OCC(=O)NCc3ccccc3)c2c1
CHEMBL274567,1.86,CNC1=CN=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C1=O)c2ccc(F)cc2,<rdkit.Chem.rdchem.Mol object at 0x2b45e44c4ca0>,CNc1cnc(-c2ccc(F)cc2)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c1=O
CHEMBL2062585,-0.87,CC(=O)Nc1ccc2c(c1)c(cn2CCC(=O)O)c3cc(NC4CC4)n5ncc(C#N)c5n3,<rdkit.Chem.rdchem.Mol object at 0x2b45e44c4d00>,CC(=O)Nc1ccc2c(c1)c(-c1cc(NC3CC3)n3ncc(C#N)c3n1)cn2CCC(=O)O
CHEMBL179993,3.7,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)N(C)C,<rdkit.Chem.rdchem.Mol object at 0x2b45e44c4d60>,CCN(C(=O)Cc1ccc(S(=O)(=O)N(C)C)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1
CHEMBL1213118,3.09,CN1CCN(CC1)c2nc3ccccc3cc2Cn4nc(c5ccc6nc(N)sc6c5)c7c(N)ncnc47,<rdkit.Chem.rdchem.Mol object at 0x2b45e44c4dc0>,CN1CCN(c2nc3ccccc3cc2Cn2nc(-c3ccc4nc(N)sc4c3)c3c(N)ncnc32)CC1
CHEMBL2321985,1.81,Oc1cccc2ccc(nc12)C#N,<rdkit.Chem.rdchem.Mol object at 0x2b45e44c4e20>,N#Cc1ccc2cccc(O)c2n1
CHEMBL2335866,3.14,COCCNC(=O)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4OC)cc1,<rdkit.Chem.rdchem.Mol object at 0x2b45e44c4e80>,COCCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4OC)ccc3n2)cc1
CHEMBL1630742,0.6,NCCCCCc1c[nH]c2ccc(F)cc12,<rdkit.Chem.rdchem.Mol object at 0x2b45e44c4ee0>,NCCCCCc1c[nH]c2ccc(F)cc12
CHEMBL496942,2.5,CN1C(=O)N(Cc2ccc(cc2)C(=O)O)C(=O)c3cc(ccc13)C#CCc4ccccc4,<rdkit.Chem.rdchem.Mol object at 0x2b45e44c4f40>,Cn1c(=O)n(Cc2ccc(C(=O)O)cc2)c(=O)c2cc(C#CCc3ccccc3)ccc21
CHEMBL130902,3.5,COc1c(cc2ccccc2c1C(=O)N(C)C[C@@H](CCN3CCC(CC3)c4ccc(O)cc4[S+](C)[O-])c5ccc(Cl)c(Cl)c5)C#N,<rdkit.Chem.rdchem.Mol object at 0x2b45e44c4fa0>,COc1c(C#N)cc2ccccc2c1C(=O)N(C)C[C@@H](CCN1CCC(c2ccc(O)cc2[S+](C)[O-])CC1)c1ccc(Cl)c(Cl)c1
CHEMBL113,-0.03,CN1C(=O)N(C)c2ncn(C)c2C1=O,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca040>,Cn1c(=O)c2c(ncn2C)n(C)c1=O
CHEMBL407848,3.21,Cn1c(ccc1c2cc(F)c3NC(=O)C(C)(C)c3c2)C#N,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca0a0>,Cn1c(C#N)ccc1-c1cc(F)c2c(c1)C(C)(C)C(=O)N2
CHEMBL317378,2.1,CN(C)CC(O)COc1ccc(Nc2cc(ncn2)N(CCC#N)c3cc(Cl)ccc3Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca100>,CN(C)CC(O)COc1ccc(Nc2cc(N(CCC#N)c3cc(Cl)ccc3Cl)ncn2)cc1
CHEMBL560423,0.26,OC1(CNC(=O)c2cc(ccc2Cl)N3N=CC(=O)NC3=O)CCCCCC1,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca160>,O=C(NCC1(O)CCCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl
CHEMBL31354,3.0,COc1ccccc1N2CCN(CCN(C(=O)C3CCCCC3)c4ccccn4)CC2,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca1c0>,COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1
CHEMBL223402,4.0,Fc1ccccc1NC(=O)N[C@H]2N=C(c3ccccc3)c4ccccc4NC2=O,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca220>,O=C(Nc1ccccc1F)N[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O
CHEMBL2179273,0.6,CCC[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca280>,CCC[C@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1
CHEMBL374656,3.1,CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3sccc3[nH]2,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca2e0>,CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c1cc2sccc2[nH]1
CHEMBL309222,-0.13,Cc1cccc(Br)c1C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cccc3Cl)cc2)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca340>,Cc1cccc(Br)c1C(=O)N[C@@H](Cc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1)C(=O)O
CHEMBL429682,0.92,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NS(=O)(=O)C)sc13,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca3a0>,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NS(C)(=O)=O)sc12
CHEMBL2178370,1.4,Cc1nc(C)c(nc1C(=O)N)c2ccc3c(CC[C@@]34CC[C@@H](CC4)c5nnn[nH]5)c2,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca400>,Cc1nc(C)c(-c2ccc3c(c2)CC[C@]32CC[C@@H](c3nnn[nH]3)CC2)nc1C(N)=O
CHEMBL496483,4.11,Brc1cnc(NCc2ccccc2)nc1Nc3cc([nH]n3)C4CC4,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca460>,Brc1cnc(NCc2ccccc2)nc1Nc1cc(C2CC2)[nH]n1
CHEMBL550637,2.12,Cc1ccc(cc1NC(=O)CC23CC4CC(CC(C4)C2)C3)C(=O)N5CC6CNCC(C5)O6,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca4c0>,Cc1ccc(C(=O)N2CC3CNCC(C2)O3)cc1NC(=O)CC12CC3CC(CC(C3)C1)C2
CHEMBL650,2.12,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca520>,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12
CHEMBL1087268,2.9,C[C@H](Nc1nc(Nc2ncc(C)s2)cc(n1)N3CCN(C)CC3)c4ccc(F)cn4,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca580>,Cc1cnc(Nc2cc(N3CCN(C)CC3)nc(N[C@@H](C)c3ccc(F)cn3)n2)s1
CHEMBL1269858,3.23,CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5cccc6[nH]ncc56,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca5e0>,CN(c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)c1cccc2[nH]ncc12
CHEMBL202626,3.8,Fc1ccccc1NC(=O)NC2N=C(c3ccccc3)c4ccccc4NC2=O,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca640>,O=C(Nc1ccccc1F)NC1N=C(c2ccccc2)c2ccccc2NC1=O
CHEMBL237891,2.1,CN1C(=O)C=C(CCc2ccc3cc[nH]c3c2)N=C1N,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca6a0>,Cn1c(N)nc(CCc2ccc3cc[nH]c3c2)cc1=O
CHEMBL1567398,3.6,CC1=C(Cc2ccccc2)C(=O)n3nc(NCc4cccc(Cl)c4)nc3N1,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca700>,Cc1[nH]c2nc(NCc3cccc(Cl)c3)nn2c(=O)c1Cc1ccccc1
CHEMBL1580660,2.11,Clc1ccc(Cl)c(c1)S(=O)(=O)Nc2nc(cs2)c3sccc3Cl,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca760>,O=S(=O)(Nc1nc(-c2sccc2Cl)cs1)c1cc(Cl)ccc1Cl
CHEMBL480057,3.4,COc1cc2ncc(C(=O)N)c(Nc3ccccc3C)c2cc1OC,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca7c0>,COc1cc2ncc(C(N)=O)c(Nc3ccccc3C)c2cc1OC
CHEMBL1080786,1.5,N[C@@H](Cc1cccs1)C(=O)N[C@]2(C[C@H]2c3ccccc3)C#N,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca820>,N#C[C@]1(NC(=O)[C@@H](N)Cc2cccs2)C[C@H]1c1ccccc1
CHEMBL424451,3.96,COc1ccc(C)c(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca880>,COc1ccc(C)c(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1
CHEMBL2179287,3.04,CC1=CN(C2CCCN(Cc3cccc(Oc4ccccc4)c3)C2)C(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca8e0>,Cc1cn(C2CCCN(Cc3cccc(Oc4ccccc4)c3)C2)c(=O)[nH]c1=O
CHEMBL1824363,3.07,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4ccccc4)c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca940>,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccc1
CHEMBL2335906,2.49,C[C@@H](NC1=CC(=O)CNC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ca9a0>,C[C@@H](NC1=CC(=O)CNC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1
CHEMBL1681799,3.3,CN1CCOc2cc(COc3ccccc3)cnc12,<rdkit.Chem.rdchem.Mol object at 0x2b45e44caa00>,CN1CCOc2cc(COc3ccccc3)cnc21
CHEMBL2207661,3.15,O[C@H](CNC(=O)c1c[nH]nc1C2CC2)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,<rdkit.Chem.rdchem.Mol object at 0x2b45e44caa60>,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]nc1C1CC1
CHEMBL2062774,4.23,CCOc1noc2cc(OCCC3CCN(CC3)c4ccc(C)nn4)ccc12,<rdkit.Chem.rdchem.Mol object at 0x2b45e44caac0>,CCOc1noc2cc(OCCC3CCN(c4ccc(C)nn4)CC3)ccc12
CHEMBL1829257,0.02,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4cscn4,<rdkit.Chem.rdchem.Mol object at 0x2b45e44cab20>,CCC(c1nc2ccsc2c(=O)n1Cc1cscn1)N(CCCN)C(=O)c1ccc(C)cc1
CHEMBL1933592,1.42,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OC4CCC(F)(F)CC4)nc23,<rdkit.Chem.rdchem.Mol object at 0x2b45e44cab80>,C[C@H]1O[C@@H](n2cnc3c(N)nc(OC4CCC(F)(F)CC4)nc32)[C@H](O)[C@@H]1O
CHEMBL1944690,1.63,O[C@@H](CNCCc1cccc(CNCCc2ccccc2Cl)c1)c3ccc(O)c4NC(=O)Sc34,<rdkit.Chem.rdchem.Mol object at 0x2b45e44cabe0>,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4Cl)c3)c2s1
CHEMBL419951,3.55,CC(C)n1c2ccccc2c3cc(NC(=O)N4CCOCC4)ccc13,<rdkit.Chem.rdchem.Mol object at 0x2b45e44cac40>,CC(C)n1c2ccccc2c2cc(NC(=O)N3CCOCC3)ccc21
CHEMBL524645,3.33,CC(C)Oc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cc3)C(F)(F)F)S(=O)(=O)C,<rdkit.Chem.rdchem.Mol object at 0x2b45e44caca0>,CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C(F)(F)F)cc2)CC1
CHEMBL1950727,2.01,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(Cc3ccccc3)C2,<rdkit.Chem.rdchem.Mol object at 0x2b45e44cad00>,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(Cc2ccccc2)C1)C1CCCCC1
CHEMBL463978,0.57,CN1CCN(CC1)C(=O)Cc2csc(NS(=O)(=O)c3cccc(Cl)c3C)n2,<rdkit.Chem.rdchem.Mol object at 0x2b45e44cad60>,Cc1c(Cl)cccc1S(=O)(=O)Nc1nc(CC(=O)N2CCN(C)CC2)cs1
CHEMBL103482,0.9,CCOC(=O)c1cnc2c(N)cccc2c1O,<rdkit.Chem.rdchem.Mol object at 0x2b45e44cadc0>,CCOC(=O)c1cnc2c(N)cccc2c1O
CHEMBL1762538,3.3,CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCCOCC4)n1)c5cc(CO)ccc5C,<rdkit.Chem.rdchem.Mol object at 0x2b45e44cae20>,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCCOCC3)cc(N3CCOCC3)c2)n1
CHEMBL54976,-1.08,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x2b45e44cae80>,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
CHEMBL73303,2.7,NS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,<rdkit.Chem.rdchem.Mol object at 0x2b45e44caee0>,NS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1
CHEMBL1951079,-0.87,COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23,<rdkit.Chem.rdchem.Mol object at 0x2b45e44caf40>,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CCC(=O)O
CHEMBL1643203,1.15,Cc1cc(CN2Cc3cccnc3CC2C(=O)Nc4ccc(Cl)cc4Cl)ccc1OCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x2b45e44cafa0>,Cc1cc(CN2Cc3cccnc3CC2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O
CHEMBL2069929,1.2,C1CN2CCC1C(C2)c3oc(nn3)c4oc(cc4)c5cccnc5,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad040>,c1cncc(-c2ccc(-c3nnc(C4CN5CCC4CC5)o3)o2)c1
CHEMBL2069324,3.5,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc(cs4)c5ccccc5,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad0a0>,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc(-c4ccccc4)cs3)CC2)CC1
CHEMBL2012857,3.18,NC1=CC2=NNC(=O)N2c3cc(ccc13)c4ccsc4,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad100>,Nc1cc2n[nH]c(=O)n2c2cc(-c3ccsc3)ccc12
CHEMBL363160,3.31,CCc1cccc(CC)c1NC(=O)N2Cc3[nH]nc(NC(=O)c4ccc(cc4)N5CCN(C)CC5)c3C2,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad160>,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1
CHEMBL455429,3.14,CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)N)c(F)c3)ncc2F,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad1c0>,Cc1ncc(-c2nc(Nc3ccc(C(N)=O)c(F)c3)ncc2F)n1C(C)C
CHEMBL586058,2.7,[O-][N+](=O)c1cc(C(=O)NCC=C)c2N=C(Nc3ccc(Cl)c(Cl)c3)NC(=O)c2c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad220>,C=CCNC(=O)c1cc([N+](=O)[O-])cc2c(=O)[nH]c(Nc3ccc(Cl)c(Cl)c3)nc12
CHEMBL1720835,2.9,c1ccc(cc1)c2cn3ccccc3n2,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad280>,c1ccc(-c2cn3ccccc3n2)cc1
CHEMBL1823817,1.46,COC[C@H](O)CN1C(=O)C=NN(C1=O)c2ccc(Cl)c(c2)C(=O)NCC3(O)CCCCCC3,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad2e0>,COC[C@H](O)Cn1c(=O)cnn(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)c1=O
CHEMBL336546,1.8,FC(F)(F)c1cc(NC(=O)c2cnc(Cl)nc2C(F)(F)F)cc(c1)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad340>,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cnc(Cl)nc1C(F)(F)F
CHEMBL1201391,1.55,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad3a0>,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
CHEMBL1223816,1.55,NC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3CC4CCCCC4)c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad400>,NC(=O)c1cccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC2CCCCC2)c1
CHEMBL81,4.13,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad460>,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
CHEMBL2158822,2.83,OC(=O)c1ccccc1N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad4c0>,O=C(O)c1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
CHEMBL182682,3.4,COc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad520>,COc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1OC
CHEMBL255244,1.2,CCN1CCN(Cc2cnc(c(C)c2)c3ccc(cc3)C(=O)Nc4ccccc4N)CC1,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad580>,CCN1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(C)c2)CC1
CHEMBL1829430,1.61,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3snc(C)c3C(=O)N2Cc4ccccc4,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad5e0>,CCC(c1nc2snc(C)c2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1
CHEMBL1454596,1.32,CCOC(=O)Cc1csc(NS(=O)(=O)c2ccc(Cl)cc2)n1,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad640>,CCOC(=O)Cc1csc(NS(=O)(=O)c2ccc(Cl)cc2)n1
CHEMBL1113,2.28,Clc1ccc2Oc3ccccc3N=C(N4CCNCC4)c2c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad6a0>,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
CHEMBL528724,0.7,Cc1cc2nc(NC(=N)N)nc(C)c2cc1C,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad700>,Cc1cc2nc(NC(=N)N)nc(C)c2cc1C
CHEMBL2158051,1.82,CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)CC(C)C,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad760>,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CC(C)C)CC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O
CHEMBL551060,2.0,Cc1nc(C)c(s1)C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad7c0>,Cc1nc(C)c(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)s1
CHEMBL1619466,3.3,COc1ccc(cc1)c2nc3CCCn3c2Br,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad820>,COc1ccc(-c2nc3n(c2Br)CCC3)cc1
CHEMBL2158771,2.17,OC(=O)[C@H](Cc1ccc(cc1)C#N)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad880>,N#Cc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1
CHEMBL51697,2.11,CN1C[C@@H](c2ccccc2)c3cccc(N)c3C1,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad8e0>,CN1Cc2c(N)cccc2[C@H](c2ccccc2)C1
CHEMBL67860,2.85,Cn1c(ccc1c2ccc3NC(=O)OC(C)(C)c3c2)C#N,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad940>,Cn1c(C#N)ccc1-c1ccc2c(c1)C(C)(C)OC(=O)N2
CHEMBL38576,3.42,CN([C@H](CN1CCCC1)c2ccccc2)C(=O)Cc3ccc(Cl)c(Cl)c3,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ad9a0>,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H](CN1CCCC1)c1ccccc1
CHEMBL118973,3.8,Cn1c2ccccc2c3cc(NC(=O)CCc4ccncc4)ccc13,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ada00>,Cn1c2ccccc2c2cc(NC(=O)CCc3ccncc3)ccc21
CHEMBL1645496,2.27,OC(c1ccccc1)c2ccc3C(=O)C=C(Nc3c2)c4cccnc4,<rdkit.Chem.rdchem.Mol object at 0x2b45e44ada60>,O=c1cc(-c2cccnc2)[nH]c2cc(C(O)c3ccccc3)ccc12
CHEMBL1164729,0.94,CC(C)COc1ccc(cc1C#N)c2nc(C)c(s2)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x2b45e44adac0>,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
CHEMBL1945042,0.69,O[C@@H](CNCCc1cccc(CNCc2ccccc2F)c1)c3ccc(O)c4NC(=O)Sc34,<rdkit.Chem.rdchem.Mol object at 0x2b45e44adb20>,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccc4F)c3)c2s1
CHEMBL235753,2.5,CN1C(=O)C=C(CCc2cccc(c2)c3cccnc3)N=C1N,<rdkit.Chem.rdchem.Mol object at 0x2b45e44adb80>,Cn1c(N)nc(CCc2cccc(-c3cccnc3)c2)cc1=O
CHEMBL257553,2.97,NS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4OCOc34)n2)c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e44adbe0>,NS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1
CHEMBL335749,3.02,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3Cc4ccncc4C3)c(F)c2,<rdkit.Chem.rdchem.Mol object at 0x2b45e44adc40>,CC(=O)NC[C@H]1CN(c2ccc(N3Cc4ccncc4C3)c(F)c2)C(=O)O1
